TRAJ,C1-C2,C2-C3,C3-C4,C4-C5,C5-C6,C6-C1,C6-C1-C2,C1-C2-C3,C2-C3-C4,C3-C4-C5,C4-C5-C6,C5-C6-C1,dih H7-C1-C2-H8,dih H9-C3-C4-H10,dih C4-C5-C6-C1
106,1.3999721310074644,1.5127971714489847,1.3579555832448431,1.462402067614551,1.5834076447893963,1.5904645881389468,116.7749548498716,122.76482327473579,120.21934850743436,117.93303370314487,114.20027912446895,109.60746225482468,30.086704860627748,35.91892808177447,48.305718728334874
107,1.3317339972747442,1.4947739979227903,1.4005396681012618,1.5428570239509516,1.5473077690748211,1.475634688684421,124.33609527412149,119.68484296162781,121.28897663713772,113.67609864539811,116.61854019549023,107.48382332453728,0.9457438040276936,14.575113367852822,46.93453034943758
108,1.3278952228156617,1.5204598757991514,1.3729854303980886,1.492533083829735,1.5575815706935858,1.5376693801534378,129.17560438075105,117.44880051959288,119.58782644785286,120.39262668543599,119.9026856903019,105.2242181681586,5.85860742404459,10.630858942159403,32.11179306012085
109,1.371842239172442,1.434698825168107,1.362558002121084,1.4668424931146624,1.489200107326245,1.4653985369634328,120.82690887836067,115.24861725866992,124.01502949752312,115.02054016739358,112.07951581219093,112.0927180882418,26.15498562512458,19.783736948158126,49.43203100106993
110,1.3431712267233893,1.4037340768342896,1.3556990404632014,1.4789596352946328,1.528525579568438,1.5380760286906703,115.8809227006491,124.24654690525915,119.31892718935408,122.23094091916941,109.34326457109083,114.26550009223484,6.573513436268052,4.153890496286399,43.01559270115797
111,1.392006570717241,1.4473047524037508,1.3291873338068922,1.5187472478155195,1.6010247077674844,1.3974518816138584,124.24711152474286,119.63727111082947,120.45000776530196,125.2578935199822,110.9893441243635,116.93404334645251,7.031443854609629,9.402809508412094,17.57214909054094
112,1.321949311532825,1.4617091694092383,1.3921385730513471,1.501800781407578,1.6279902895556275,1.563248277756607,119.01617031570807,121.48297745759075,118.5093115984072,123.65957613247346,102.90993892318224,111.39610987799809,13.593977778203104,4.528231057638647,51.718318156087776
113,1.3953817792432488,1.3902887332831688,1.379096758280813,1.4685316765351364,1.5019850502001495,1.5471506758347178,117.22755191107908,117.10155211978974,125.71837166914531,112.05748220030209,110.78816132681932,103.32067695131224,2.122496972255886,2.888244683773126,65.42827793668516
114,1.3344651943192283,1.4891967549392344,1.368495942391189,1.4739895204967854,1.5402629871047633,1.4013098999237363,126.09100473968844,119.8337024955774,117.29206885287039,117.22612790883146,118.47618011466045,105.91897257858686,6.959313667581281,3.7175090111150206,43.7582715124985
115,1.4602466720472822,1.487677335224759,1.3013714513024437,1.529325235019528,1.5345907409282096,1.5898651312638623,120.17860457553554,117.41273158053998,125.8235248293798,118.25623414098034,116.93548080627964,110.5487309803689,18.092713586121153,9.567705983375932,37.06904137921516
116,1.281843028296575,1.4086837878141187,1.4008021845303433,1.5152969525842144,1.56895103453622,1.5642667231346024,118.97343072113149,124.04738611984871,120.30949236829416,120.0970086657891,109.05272684821965,110.28271388737774,3.6454143864831927,10.88687727482714,46.07027519353471
117,1.3607219063040568,1.4055196750276036,1.328210394523587,1.5416180222973725,1.4794653897554404,1.456127599685437,117.65149797684859,123.94910127111653,118.47863441497257,120.81080831685203,113.36338185241803,116.22766095399862,4.980870744446146,16.620949681851158,30.51100079807757
118,1.2879357459328293,1.4531530034731406,1.3737480100417356,1.574708986469019,1.6308971114304287,1.428745001907556,121.02983944348568,125.81585395928732,118.69137298196473,114.78190869766436,114.66723115277019,109.23469940172174,25.30979381044486,0.25841109255093525,40.59935169371351
119,1.337801874162936,1.4857830094803801,1.3811702676091695,1.4362639525263592,1.4875985915730088,1.542770212633754,114.95976041882857,126.11152636672139,115.43448437098374,121.20615901995039,116.70420902720258,112.93773180548702,5.808419672072145,16.966868559668782,40.64725813628353
120,1.3974623569851554,1.5400542492444025,1.3942304220099975,1.5210970729920472,1.59868988148113,1.5363642759836578,115.72671941437952,117.58166639432554,121.66052907098822,117.9313315839829,103.65279936192849,114.43972900313152,21.72313550041285,9.696148742343937,59.407683723233895
121,1.3268511123179316,1.3801547846776119,1.418404988016432,1.5569516822641105,1.4398839361424507,1.4653459293004567,120.96890548735126,120.81326868971983,119.97922769978823,115.74871565795,109.71868704242468,111.4287191851591,8.555937802839443,17.157079629965523,51.81090813383748
122,1.3792687511408135,1.4806717631649164,1.3350532113805609,1.5335053074138614,1.5607042425015853,1.5241492594980546,116.34289514565162,121.0988343069916,124.280422531208,112.07605192022108,112.46098013905466,106.13773735445659,12.903283412538562,23.51086659097692,60.41760011040131
123,1.4078349121595135,1.4794693890459154,1.3129589575223628,1.5364783683432652,1.540875215664802,1.4893451461875358,114.7081720377687,122.8533356424436,117.3694505418159,117.02048871040877,106.77928504735608,114.02460796420715,13.13068152877609,25.037109829092937,51.3825355585799
124,1.338159866519521,1.4229119768792253,1.379271273571041,1.5185125348432393,1.489588449728707,1.5064242229818083,121.42555558996021,117.7217679355521,126.26325426459285,115.74283498544325,113.31898522976974,114.62766197786424,5.355174316444261,6.560955929972759,37.82401098683103
125,1.3179803858616845,1.3573900535306516,1.3750426541639043,1.4516197966299424,1.510434859192488,1.5170164525856462,115.82122859907894,122.05079831692812,123.33980912156913,118.55859362368476,110.823146872971,113.26827328979054,15.158224669066637,6.720217610208706,44.849582958681076
126,1.306488613223266,1.4593439665141124,1.3331328009682224,1.4628573931211304,1.5808199342381226,1.444416670890737,128.1480069386621,118.05131562087097,116.44548246165077,125.89616721308094,109.56774757445676,107.87218350872618,1.7199795701946865,12.196526730021821,40.07194841022706
127,1.310534473512634,1.4289965712067345,1.414776347045698,1.4973288246176792,1.6178419976615228,1.5557386925340957,126.70565143456804,117.38645917927684,119.78999487923909,123.51612939966172,107.8250926777547,105.39604757158881,25.703255513903603,1.8820385622000573,46.53625704437096
128,1.352439592403014,1.5044457352432865,1.3878955070006345,1.5189670948426766,1.5648682425742015,1.5369104127089426,118.7697780283859,125.94708893482536,119.65242461953693,115.73817086975858,119.61833958639328,110.53854506023323,14.18776604450349,14.735402096554566,36.86920656627357
129,1.3255187798231385,1.4195216256727052,1.3126142041170143,1.486269202880153,1.6021955145586477,1.4575313797823555,120.00865026538278,120.81945954870517,120.35068910098002,121.44955645872989,105.03729227915215,112.86200823870134,19.731479668567957,0.8196972162885093,46.514663721680385
130,1.3719976075194558,1.3804031752653114,1.349034209606199,1.555818747624443,1.5606977260583728,1.5176397818574923,116.82522357370787,119.95282832641568,126.87770747925232,113.72012028086878,108.53328709659164,107.91069348875527,4.005662539636057,4.655104702010877,57.258210687068136
131,1.3005993463471837,1.4133073311266715,1.419794807038119,1.482099687171112,1.5036539909836093,1.5838508173298222,115.05203458075363,128.968217966195,116.52346233059507,120.15893267036816,115.56362347912165,114.37739482273325,19.906574209479377,13.860413308471736,32.90132363968739
132,1.3596056899674944,1.4929001953259953,1.4309509018921165,1.5466592064126858,1.527526133018663,1.5600877051096118,116.98613345375281,122.99951253400523,116.12185365539682,127.4912049109248,106.4488190602436,122.51734978834331,16.89547521610669,15.226066802197803,28.775017492618456
133,1.4358534551799738,1.4119864597293739,1.3068653732541593,1.60715809366789,1.5992667945184813,1.5366493186959416,122.4065036455498,116.76813251477962,128.84252288382427,114.32923721188679,113.40847878730474,105.24469186926133,18.42800045408568,15.777071889054984,48.21746307515646
134,1.300582603419212,1.4215756361890424,1.4342481259149185,1.515508776317026,1.54345444216891,1.5729493387093916,121.63347813659726,121.11661956175351,122.47048350216116,113.38423504594714,112.19533558638622,107.37575068091698,1.4129763155816755,18.356452160781853,51.67361860452236
135,1.3227369268628988,1.4122814807937027,1.428464723096654,1.5315553946383187,1.4644001555096489,1.5453048695649347,119.52432070957255,123.62679268002685,120.4064296114712,116.23812841330626,115.87353154375981,111.12276708613612,5.762044287747493,4.0552874827804155,41.625583164797135
136,1.3768313559359708,1.4429832156778197,1.3025131609571137,1.5126366718408042,1.5348846311582305,1.420086922161571,128.03505405154678,110.915145590084,123.68365422069658,122.1114989433281,108.84677560623815,110.67284400631698,6.041482042984851,2.458735801871037,41.107624467517695
137,1.320697456644844,1.4340730765354668,1.3807238378505389,1.5265242045304894,1.5161001422964333,1.5918684039806652,123.83558713732644,120.50224471372157,119.10664463038681,124.22698712648062,110.77736631650276,112.49409564528474,23.127639047798965,13.059274986901874,31.73325458503673
138,1.330105135662084,1.4989462286136443,1.422154127646422,1.496235638555513,1.501524262679841,1.5008103071481915,121.58072299388142,123.70758014511146,115.43749223683616,121.18397689656848,115.84146339248727,112.2505849153248,9.152727855510681,15.510358837320512,36.44408100542408
139,1.3908545372790038,1.468306872645687,1.3094253856672509,1.6174867333178464,1.6382438814054288,1.4704268999510923,123.79148495634806,118.29794990056085,120.5073270982836,126.16991271866226,103.45519166270729,113.26446692264216,8.267735621835348,6.723601565077113,41.29363105237062
140,1.3662813083089904,1.440582282511752,1.3746317817322495,1.5129513981551015,1.5965680072783603,1.51990537024157,120.06675604960049,119.97005930506901,119.89401399357286,125.49290551200802,108.54357369782647,112.09548052978569,28.35452215073082,6.986709854803243,38.557163967610705
141,1.3400464181914475,1.5181131504317484,1.4252157821409985,1.433753471862026,1.5409149066206045,1.5359745879488336,125.84747671125483,117.54548886193768,116.34811000511561,122.110147052308,117.77743444396663,109.35954285564057,7.624023338005092,6.701838547774433,32.02832615897204
142,1.378214573988248,1.5108640443234693,1.3692628449484172,1.5416350979998614,1.5127982677925076,1.536709984505557,115.00536546648658,122.198972660758,121.60316289949756,120.74296607160299,111.0370124236678,119.89400788094684,6.046648443946451,1.491912378877961,36.69465233715816
143,1.3371720478656757,1.5016252348495005,1.4285603975798835,1.4929400154252273,1.5141213884247129,1.4468177213344349,122.92669725367523,115.41546310639528,123.13542099418262,113.72836474377613,113.66900148378203,108.59174648335862,11.030095274364525,7.05179739810129,54.12102081802607
144,1.406436945759289,1.459100371004006,1.2656836405835936,1.5508208065120797,1.5906606680201942,1.5443769711778068,117.70435209134862,119.28095433750157,122.33337485022636,124.74255250550988,108.51088169487811,110.59794627441589,15.353921714664471,2.5372809531895464,43.31644361355341
145,1.373408451315988,1.4150999230317363,1.3707113168203957,1.5105574378804905,1.5766177613549406,1.6139245796781319,118.84025394931965,122.40803086012968,123.73279694105095,118.20705308806288,113.62753156330147,109.8019952683198,10.52742657166497,14.590356414581544,40.726749351532945
146,1.3501378314019097,1.4492379048402972,1.3638001084764466,1.5339460764037163,1.5754040887199696,1.4271679319017152,119.28357311577582,121.4669014476669,119.70574807949761,120.70168211982802,109.40667196115332,116.28873190948966,22.803726993942913,7.3936012353969085,38.69823649595234
147,1.3701031466730518,1.448156978051507,1.3794449761244425,1.534746942551661,1.525939930738316,1.5043969393850027,119.64765473079832,124.3118154216675,116.36703599976461,119.50161372251854,112.29075490643817,107.91108029662993,8.341441704874441,9.193145700536942,50.39741071487062
148,1.3844468522680062,1.4803458320873262,1.3128267145616501,1.4715731913336674,1.6282710562446825,1.4807228531827137,123.76012627390216,122.50122085915973,115.94193362466775,126.73222329681694,114.83272156482668,109.458257082407,14.452469883177788,21.251990431461266,27.646511411134288
149,1.361383201554656,1.5338968200100744,1.404475236104095,1.5395099302544073,1.5473402198270507,1.4278679722686858,125.28587873658,119.98922280102616,118.74334825862579,116.87101751698908,117.77942682077098,110.75857614642847,9.627034952734807,8.386848400447201,37.625080355869066
150,1.3366039172608346,1.4371997721537775,1.3967148350770244,1.529147082967609,1.594085432124633,1.522529301152747,114.11568091779927,126.73370680426206,115.50126266551769,119.65580760177879,109.57663530744401,111.26144891169969,15.91112345002239,16.979863256590416,49.82791870666974
151,1.426822170207079,1.441644431318595,1.3246685714198199,1.4915258594071517,1.4559025665555776,1.4687350718067975,112.9085339631114,122.38561548409652,121.17617908799508,117.73770088330991,113.30376500589969,116.70328096709585,1.8279781187547697,5.38915184104346,47.06545430784713
152,1.2414673286236149,1.4207588157696265,1.354904511590911,1.408523212289142,1.657603613600233,1.5250056354284502,123.84271511732011,122.89388493306335,118.71113145065311,125.50224500783028,112.23420695534091,110.8208593729787,8.302852270580473,10.54968633293427,21.64717432729025
153,1.3165626942633284,1.3385595978773366,1.3511176051355438,1.4834352963072417,1.4962741856356383,1.630228012448974,112.07652486228422,129.06627990089035,122.73291678878878,118.15664475609972,114.82819667947577,113.22880531516464,9.297911259321936,27.67258811162271,35.92455798561963
154,1.4112397649696942,1.4310690425872412,1.3636242892898496,1.480141136674958,1.4492712082206347,1.5103577831014525,115.5521075285072,118.78222724021042,123.47687764324935,117.68543662772404,111.61389595065701,116.68342014575056,11.590135412249062,12.971924078608486,46.75264663187703
155,1.4179919096293443,1.4772852880476801,1.3675441001552506,1.4763822712081205,1.5092704419006457,1.5249862722071876,120.29278469120801,117.0610030902118,120.43066679888483,120.16580827290306,113.97732305968674,107.28312590673715,2.004043470203109,4.754171531478294,50.79674964891891
156,1.3777835647080974,1.458635269996889,1.362576192147706,1.5438405252068874,1.6273571266411202,1.576706176283926,121.4644908742287,122.03559681199702,119.5021283818129,125.20067294619972,110.50182574489293,111.1523159441981,18.06561353090442,6.646642002276679,34.77929240444596
157,1.3834783376622817,1.4080298865092395,1.3391946665709613,1.5128646762463727,1.4873503927009162,1.5070875339646674,118.84979467723451,122.26929805589438,122.50440058993338,116.46867667280904,119.21854576506792,111.05814876293641,2.4495501024015103,7.610705528214225,34.54539548633372
158,1.3669275754836525,1.4044986723356772,1.347133393647731,1.4962453408386187,1.570035161904431,1.4535408024811325,120.31737988359853,121.35994533880219,119.517374196527,123.59088277981314,106.94750831113043,115.23614348855655,0.5200827137408528,7.229288409155127,39.603304815779545
159,1.3573946846655982,1.438857329517749,1.3399287876492212,1.3621073021364867,1.568697492839309,1.6044721858350965,112.83851545142387,122.99662725897603,120.13662132914526,121.82540048009234,115.3894519061279,108.49036204246644,2.1919041702812545,24.171969425742528,45.063474054880764
160,1.3449435621763293,1.4999546351017585,1.3453184898539716,1.532232848096983,1.537269644927481,1.4149220909299416,126.01267902424227,118.92743687614733,117.86327893872134,118.78495162249938,112.61419946344338,108.59253906189589,9.061902007318052,6.324962368443437,46.05203336183671
161,1.4222156929597585,1.3994098228169787,1.3164048936777317,1.6337022709891786,1.5298064797583666,1.4939078432113235,115.50348806866464,119.55975809569433,124.9459730083839,121.61520636688431,103.99369871750517,118.09748687514819,5.722333740885031,6.314721835365357,45.037933309622346
162,1.342870895205237,1.3715702340034417,1.336426217624319,1.512348327545701,1.5279256828673637,1.5130150941721658,117.82792903963457,122.60190297045105,124.23494800721892,116.9975526667659,111.87858358974886,112.32828052477964,16.004437026805576,25.467887189594745,42.85604002319601
163,1.3714938276207198,1.440005689695179,1.346700662807139,1.5342028631536742,1.631641688788452,1.461523437738686,115.81490760879886,120.01796699755835,119.88178810737733,116.97433746422547,106.63964483299289,106.27228356176869,13.202274030488793,9.671528724088162,60.83408859388359
164,1.370342780138507,1.5308571946186857,1.3459715515070283,1.459947992172877,1.5025745348277093,1.516267980602478,117.70825065006508,119.94565379561683,118.09816915421804,124.5088694196416,112.88537895515546,114.31894273319415,15.131085328969172,14.435198772256202,39.71945673455961
165,1.3358618678265748,1.471115918931449,1.421773528541555,1.5610118603235255,1.5436115401137187,1.5343851578562375,116.70915020600161,124.3486081143213,118.48464706488615,116.84752392303925,108.31827943459224,113.07381426677904,0.5354575185340535,2.6420834397795065,52.51702278605031
