TRAJ,C1-C2,C2-C3,C3-C4,C4-C5,C5-C6,C6-C1,C6-C1-C2,C1-C2-C3,C2-C3-C4,C3-C4-C5,C4-C5-C6,C5-C6-C1,dih H7-C1-C2-H8,dih H9-C3-C4-H10,dih C4-C5-C6-C1
50,1.352445619956357,1.3977023453030275,1.3503607617757192,1.452998250120794,1.5097021799410302,1.5530301924282632,118.98928585602685,119.93005526373531,122.97021306745582,117.49260488838476,116.93999733299401,107.9935275625682,0.5572303222131396,5.234406131833454,42.56762338509306
51,1.3975833879476205,1.4474389063114452,1.3616825255761347,1.4855731416982159,1.4754959263449727,1.519228094281727,113.60238421889522,124.57733415941085,119.23232846071377,114.89472967469872,116.39991274541858,107.74651035316147,15.033595906553339,14.867122625139116,56.932890127537796
52,1.4515969619413056,1.4627433054480945,1.3254110389643647,1.554097958847706,1.5176363210107735,1.5219393497318712,114.92606963496958,121.98524003934295,122.21985619061103,120.8729490758093,110.69274877977959,118.69425229309736,18.87898252399597,8.664428979223903,37.61167129334011
53,1.3531710151027938,1.3870922415495255,1.3066327223671983,1.5500215006577596,1.43795690945546,1.5044424531876979,112.7000775889607,128.7511164835696,118.75276433913017,118.02357623128383,112.91901719756986,116.42758636114164,7.097850933537633,12.98325525028115,39.258036238459404
54,1.4114802797284731,1.4536347355625305,1.322927931868022,1.492445660280388,1.4704919736749023,1.5133472599098237,116.68584692585286,116.2269370078875,127.355150833017,114.58062822437373,112.3104864346975,112.67452995121893,1.2423745276646114,23.492557899117127,52.636203254262455
55,1.427664246222867,1.5157674181338727,1.2900026962878126,1.481318498453882,1.5703139171101146,1.5025840882871158,119.48879747792309,114.69604703339338,122.74102710047964,118.34778698118872,112.06073512600231,108.50708753621993,1.987200488366753,18.145491200300327,52.73974775058761
56,1.3239657122981607,1.4268174890594318,1.3990903601485496,1.4817411702670347,1.543218899561806,1.5788963637313227,116.93762180347629,126.08566924798488,118.77653147504564,117.67901490841987,114.76149901003535,110.0159992266901,3.6240006270313736,15.18843970800421,44.20006108672794
57,1.3350219788890136,1.3809604576815815,1.353931978421558,1.4604869329244192,1.5256644078320964,1.5444499737972115,117.17024004612965,117.4421132076193,127.81714717234836,119.86022237334353,107.66371223300708,116.20487016462853,14.720903928353206,8.116440710059774,42.45061291532591
58,1.4305948841640355,1.4622723873751156,1.3061167932204076,1.5657710428103464,1.6269951351145957,1.5421342942100202,118.51690282710234,115.8666800092849,131.29614569861903,115.1939845145215,109.29419786963884,114.67986219852737,19.84642740312137,11.331979797393545,42.72702309453565
59,1.3573971704279288,1.4507246810070422,1.382154996969112,1.5799438612559895,1.617320663341274,1.5515135571930248,118.95615986710575,123.75887880683187,119.77143831667883,118.89778299039678,111.52441933657965,105.3812178045038,14.693877504332306,6.547913915981595,50.151936992673555
60,1.4255945860526165,1.4818436290837937,1.360234343409271,1.4936053816753263,1.5079653997804108,1.5336070806335915,120.19172934814907,117.7104967728495,119.37478865956089,121.2211432038838,114.20051143056149,111.4569968557588,6.637130440685718,12.691874968055407,42.352515997350494
61,1.3352547150129896,1.4327012163000066,1.3683340478346449,1.4600933422960622,1.6020987365589114,1.497165619165288,118.3823418759367,122.61904639143276,121.98357729780075,115.0866360761614,113.74435138410782,108.80616913647471,10.273933078693004,16.57062433045298,49.311169853140115
62,1.3561997465150857,1.4106746558876477,1.3596177723795908,1.51604929035024,1.5807060659824326,1.5865877176361534,121.21624794872194,115.67069470857717,122.40772774834402,118.1049359296552,107.86247613594426,100.00869282361862,3.102372027053937,2.055607813466142,60.56960625950501
63,1.398363810534394,1.4544932541653917,1.3670316741156672,1.4272408115639201,1.4977637820439291,1.5175564204104146,112.67609464449625,121.61363010314065,121.11603958622617,116.55477290355245,111.98041624109172,110.34606496891834,5.511447647550761,17.709851331113978,59.447632769031244
64,1.3710913353691114,1.4126432065975711,1.325432434445027,1.5778744775209268,1.4978057572815398,1.543110220265637,123.04970933177701,120.0689619430963,118.97101417076321,123.78113528242918,110.7136525557708,109.61481488008441,14.595358001881847,19.65240108886994,39.87332605292966
65,1.4013380340169341,1.485278146999019,1.309853512312675,1.4490066006545792,1.5610468181324924,1.4494435745378627,113.75300629704854,126.24299801313883,116.28044540951575,123.33679298835095,112.58122762229824,116.11986238097757,10.910335603264864,8.216415888381023,40.2611793999758
66,1.3506332309776399,1.4148588346376776,1.381796657235331,1.5901871240801448,1.506781405477483,1.5137243660928514,120.07857317320283,121.1160098361768,123.8037319596161,111.87427805255103,114.77415292761816,105.05660253970346,31.600064550436237,1.2375281476434896,54.24182794025382
67,1.3455578101014665,1.446318388066209,1.3566960057142343,1.540634764455235,1.5777679680208692,1.4597735060036885,117.5928946721019,125.74566101036741,121.65801711648429,117.01758945328227,114.09762608140086,116.98765216941449,14.744536079711363,22.08458767561644,29.303408325673914
68,1.367207677022056,1.505623838138958,1.384688194276686,1.4828028073998878,1.5864457674992019,1.4600546239857106,119.06759829149351,118.47360401058204,121.57703276547014,120.12266452181542,105.96963595535557,118.27716599849262,10.894510728355833,18.62705370836069,45.410786934878374
69,1.353395469920297,1.4018868924839147,1.3420541119458413,1.5223404972527543,1.5314905122665834,1.472666358342735,116.68168925392816,124.0183916005335,123.53694051037894,116.45973882090891,115.47913184970051,116.466291710773,12.481111724213955,6.176617084205026,29.288844640942443
70,1.3266962960011763,1.414106247053734,1.3950699086538165,1.5252367634494217,1.4860078484538004,1.4635882325436127,119.62440270853318,121.45320263906486,120.29674663451198,117.59432298311582,112.84187968146506,114.17090395052527,18.461093959609762,8.182667834533445,40.595883105540224
71,1.3906169048935497,1.4893577269164224,1.3562192638288129,1.5287524595936286,1.5883623806843903,1.4980259333117982,119.50654755710538,119.52477513852479,120.83464568386663,121.37923619805359,108.40165376726931,113.92033097691663,12.54927050882711,10.348237301464222,45.28018472628326
72,1.3651660945331883,1.5336657896140466,1.3967614742557013,1.4351654794694788,1.5549872001223073,1.5173377982968155,114.40145430535011,124.97955584255386,118.49464464758684,119.5270718605386,116.59592593047309,116.21847792468847,5.1296591066221096,11.836756121200967,37.69221873112878
73,1.3846995378054414,1.5142355467354693,1.3486533269349634,1.5251001139689757,1.5840701810371094,1.4940959084480345,124.74478571308273,113.50122057595263,122.67028473275838,125.40795884698726,107.35666869907512,116.98457718877202,2.8244728068456797,6.2514602521223495,32.12313645176453
74,1.4209929336389675,1.4083492208250694,1.3133444046011042,1.5198897228680641,1.4623556739518462,1.609754774162321,116.38977556278851,116.66168246504574,126.93783402984222,122.76970782977075,109.86421734218328,120.60574954313995,20.09889288387371,13.131196555613716,24.121409437740894
75,1.3418697040910708,1.4833218467368752,1.3564527782616602,1.5920565742629604,1.5158701833287067,1.530718481598336,113.36517174878432,120.14114126886359,129.64209988920493,113.49725804669971,109.1561909645169,122.46562891578586,24.040681253365012,9.285853088409377,41.42497900029448
76,1.3430167064703784,1.3568953668936812,1.31690769668624,1.45007667870776,1.5541663253449982,1.4676487841049952,122.19637058381247,119.34934982174951,121.44791390977021,120.52257321127672,110.95143130381932,108.37671612918358,14.672062362784171,0.8938344178314352,44.156219257598785
77,1.315253007749668,1.4990288862347025,1.408791876726245,1.4806872150418129,1.5867492878291332,1.5498200365396648,125.6581659542851,117.08613339710188,121.39487521380941,120.17439766415202,113.3280940809858,109.15260729000784,15.51780379180773,3.9629170320211866,40.073050381159455
78,1.3275660822294044,1.4533111075361849,1.4112433014309362,1.460511173564497,1.531167683642652,1.5025551165164,118.00558652085668,122.51722643884224,119.96878024120734,118.32463401419868,113.14142536833373,112.31210691461874,22.86471919934483,8.498742461678225,45.97176897309867
79,1.3497895623328537,1.3848154527343584,1.3289959076549482,1.3981549379885339,1.5888176563400995,1.5974213012864786,118.11771380597594,117.44288342624823,121.16169296598848,124.93542691143367,107.22517394430045,107.01255501885309,14.501432003128842,11.241429421579918,50.02401791879439
80,1.3932456027119762,1.4626051647027274,1.3064600216677864,1.5252183905079708,1.5242750344823788,1.5174458095800105,115.07063823037068,124.03099586828358,121.22493896070898,120.60047852857058,115.02111260594693,114.72572912790963,7.116187126047114,1.6942622854810432,34.535230323713705
81,1.3566261150648409,1.4448459311387287,1.315733234529847,1.5229933577865344,1.5917394797703088,1.536432952638384,119.73781932325056,122.59799839736831,121.84775161057331,118.04927003198779,115.52813051611288,105.6890809391339,19.650852173719883,4.6178845524536865,45.05395661191124
82,1.341856576444166,1.464973933313453,1.3742117872873307,1.460527339787082,1.5834987268376215,1.649146496492218,117.30082419634417,121.49757988633408,119.15262416293096,122.41169001160404,109.7646207454089,104.9929043943602,16.285428098714114,5.537867086436365,54.223507522124905
83,1.3412678720946458,1.418768575699982,1.365763070059457,1.4691930771168393,1.5616962774632281,1.5818249638186452,123.34053122058408,120.13426098088863,123.67451203027478,119.12350154932474,118.00255599662167,107.87460081780893,13.66304997242364,3.664498074759388,32.05844096301595
84,1.2822150006030637,1.4136729133415946,1.4121418707402356,1.4799024294492564,1.5299300672019351,1.5551932798786323,125.49752780248411,121.18604912119842,121.23794450591878,120.50045565446327,117.2287277751588,111.02167129678332,18.36959610187794,1.0769570023778088,20.737514033091607
85,1.3863770726547915,1.5202997366623343,1.3848018950262209,1.557258837830027,1.4833694895483582,1.499247519728619,120.47191056947112,120.20510098690374,117.17828672820269,123.50531536671953,111.577439533232,117.46079283423859,16.93261877477872,0.8110333246993314,34.617299923850595
86,1.3988476159226901,1.5215359132615107,1.3846969548784314,1.52033452326741,1.487319271695672,1.4584735505868618,115.76820768385691,121.89680847229316,119.03040075048274,116.54725145151507,114.02579940739359,115.22712852022076,1.4324061808241322,1.8870976565508912,49.48937167652543
87,1.3904770028553786,1.4957978229073672,1.3650233493788473,1.5490781311594033,1.5741276573818883,1.4832210655398108,121.15757424010167,119.13118233677532,119.40732707269173,124.15655402784407,109.44624516414346,117.03227732903865,3.911397798561914,5.674787118006518,32.6632700365927
88,1.3400019614303533,1.437672647136478,1.4205308502698077,1.4843252785287664,1.5115099403887289,1.598688189693127,121.31786953363185,122.01493086291391,118.2237015049412,120.76045299179117,112.99394862482097,109.5774262953133,5.029425635495454,7.8832904502310335,42.814492715646814
89,1.3302242903150723,1.478430276652609,1.3538500757952352,1.4781770820165814,1.564110312662545,1.544712491070637,123.50306063065334,119.94949192056852,116.8849519222533,123.81763827956348,110.1047821839155,108.64207045568223,11.882694102895258,11.204483461259814,43.611607951549495
90,1.336996848949621,1.405101074857383,1.3079209847765196,1.4667688168897972,1.5589041417611689,1.5441650671309284,118.95591655228957,122.17861228274805,121.90312185725159,118.48366523645788,112.98339051612498,105.24778014626634,5.87107991105357,5.172103043494212,49.82956355799011
91,1.3807071157028015,1.4044050293478934,1.3027342816666307,1.4760890315088566,1.5552788835085918,1.4663038374035666,119.7715739190394,122.21842464418187,113.22143750482984,128.5461394942095,106.03908929891135,108.45344896664636,4.530428980698891,3.0177260215903323,49.04265626488149
92,1.2967761991427684,1.3925749415207076,1.374254689360151,1.556735665044054,1.53734608655763,1.5159128424499815,120.75269525752444,124.12235390574399,120.11918630022241,116.90353616096013,109.32520690967237,112.78227431059103,2.4790562729877417,4.140761410799087,40.31516532778603
93,1.3498319309148443,1.4730379297883327,1.3700248100975154,1.5010793501356305,1.627538515126992,1.6044815732161248,117.79475210178249,124.78063722178209,119.39991419996615,122.42590593100401,114.54070417333045,108.43643247825838,5.30991228636674,23.63295089545656,38.14712680451306
94,1.3049023544655036,1.4356182372534811,1.3831740181634007,1.5377897275420547,1.4286526444269776,1.482683407263438,126.44931735817897,119.03883764059621,117.71084585857754,122.05394645943566,114.47477828063306,111.28231849389873,5.276052775399672,1.5133317980057013,32.330564497391244
95,1.344449424618644,1.5763611167547904,1.3527283687737213,1.469202015755262,1.5636993958792424,1.4377437163026954,127.10011314305301,113.71032054358231,117.55316154426121,126.34574406807702,108.95314022017172,115.45107918188066,14.05860971382345,1.6380846520428296,33.967026637260616
96,1.4141410702156987,1.4913832426899094,1.2833289076909387,1.4793073693869685,1.55669748147363,1.5174381619928925,119.21115771825666,118.57871161715073,116.00243203113746,129.41103247577783,106.83064735957706,108.66153553668731,0.31400102850194594,7.406580174975528,49.79721131544121
97,1.3556076203961094,1.4565528086871096,1.3866638407025704,1.5363926561336925,1.5615119366943304,1.5605122946424208,122.57145182592751,122.6635827965806,117.58220540194826,122.31574188923977,113.35538196821207,109.11476587476558,3.266381314149114,15.30592798396285,38.75828584453504
98,1.3237191150549485,1.4591405298600073,1.416724720704338,1.412885286831967,1.5893518403034732,1.5494849403342854,115.57911874234149,127.51059438928138,118.78056724654465,117.0124996816486,119.35791049660436,110.72503865980406,10.007524904910614,5.8453238724388275,38.53754456375512
99,1.3625076016256126,1.516992429370601,1.3340609250299083,1.4819981841233099,1.550568249759243,1.464579372669774,126.97726009250941,115.6097691818729,119.15382394797408,120.42568052726232,110.43741896151377,108.68612319294773,7.386210532747108,0.27003723979370153,45.697749129210315
100,1.392116855920053,1.3821635440647289,1.357018579696994,1.4707831562217633,1.5807907407983954,1.5392826579942278,114.07631635914422,122.86230651453374,119.64347656370741,123.97092261454988,107.23230404675017,113.91470284846905,4.494461091680815,6.046496326165144,45.4363274410674
101,1.3857835047929394,1.4645979049883096,1.3333831695452898,1.4414454528028664,1.5202047062879211,1.5547932716517734,116.17099371160558,117.96404264400134,122.707794995139,115.89755052759843,107.32130503117827,107.91834009946878,10.869794073039117,13.248670277782999,62.7153059527257
102,1.415170096760158,1.4956085378873993,1.2994439937730784,1.5198793263430894,1.5657110679477726,1.452410988492537,123.8280871867883,118.02290280973278,118.93704411852158,125.9503694670379,110.7526463492397,112.72737766982516,13.269235716258594,10.866873556776879,35.08815202459184
103,1.3818268839609944,1.4292474505854051,1.3474270916202449,1.4902857574027313,1.5040797768975926,1.5046593565619615,120.38669771156684,118.37710833693349,122.93062453784962,116.57428127044193,112.48429663640029,107.73062605162067,4.7117856279015315,10.651716775176599,52.49852230267076
104,1.3853195578214432,1.442241945628454,1.337057895625209,1.4677143387302518,1.470103671019906,1.574257497393113,116.09689059684104,120.88212514869741,121.094843262483,120.1465283219838,112.40361563620361,111.42397472788457,12.615312105044032,2.872418329342915,48.59234899401444
105,1.3495157784254295,1.4607173267986036,1.4304794170359283,1.5704990656819837,1.5349754447789967,1.4308083537224026,121.94374862886646,123.44554416256123,119.63329084285678,111.99019030030024,116.665565586071,108.55004023358956,3.9597153578660067,15.909145201522215,47.66055678911507
