TRAJ,C1-C2,C2-C3,C3-C4,C4-C5,C5-C6,C6-C1,C6-C1-C2,C1-C2-C3,C2-C3-C4,C3-C4-C5,C4-C5-C6,C5-C6-C1,dih H7-C1-C2-H8,dih H9-C3-C4-H10,dih C4-C5-C6-C1
45,1.4305864454485453,1.4201374852557735,1.317226731137875,1.357581884347572,2.5871935699807023,1.3829363937204848,142.01075980109363,100.8967465463927,129.37797187291588,117.14948021570596,90.67284943223504,83.79970600889153,13.731842191507663,21.938838446330447,60.881662538373945
46,1.4106362073035927,1.4577813134051276,1.4334807948953507,1.4281204369972607,2.057275453757712,1.4717459579157863,119.28172280089206,125.13831351195402,108.09737863144726,133.51884121496033,92.39714003783472,111.62536017076623,45.98767072160276,9.804210667604215,38.16260375818468
47,1.4028127275075544,1.3958789917961545,1.5435746495163503,1.3201684178905337,1.8607462891531732,1.387083335808788,122.26741377279052,127.41332731544935,114.639964364208,126.59755771967214,110.79656826752098,111.33347536115744,1.1235426771733557,73.80449467661509,29.383862691854453
48,1.5668198130436546,1.3971861749033196,1.362306443920234,1.4556249772616014,2.1877880404141745,1.3941149938562267,122.5027083590466,113.07516558541028,124.40413172770381,124.5494051794073,92.64315516671091,93.18136451588892,21.544746817471236,22.599170489991398,66.28187692008521
49,1.5591859053831334,1.597778180729804,1.3572191627988224,1.4321142930858313,2.50385605655094,1.3716447011281137,119.88280805148935,113.69766663577364,120.2673588495091,124.75522096558366,90.9499337531054,93.74496565940503,17.015748341277025,41.134039114484544,74.31950674190438
50,1.4157832642727657,1.3974481267854926,1.4213165088556468,1.4756730391910955,2.1885243362589057,1.5092800303341956,128.88790648413342,111.22581599709554,134.7847054960743,112.89395902722511,105.44874190289444,89.76929891333158,27.181796731722937,57.51525368613529,57.41409673597424
51,1.3692682045842033,1.362042271701762,1.5054466188474527,1.391088600196073,2.039227024684167,1.4192794504622566,131.13163267282178,119.74965085613609,119.37867703138143,130.95860933258405,99.35625664620831,105.64131756346187,51.00514298955808,14.280587512202281,37.62138959287619
52,1.3171713458702317,1.4467585287890299,1.4459190030458777,1.3830974548637611,2.0556092937857966,1.4067441281396147,120.91979977135877,130.38881113947778,105.21800353739299,113.9581451295003,94.07445800125183,101.62492149408646,43.93387308814071,26.10172737707007,57.864580603396035
53,1.3970999601044196,1.4097892919100443,1.4148860727043457,1.4150637537721622,2.497568505258898,1.420211473824728,117.96128396259594,131.39681923907645,115.13825947683631,131.70383683732953,85.25984981178593,99.5650617399007,27.732468771201976,6.7271575691556125,60.69880654379526
54,1.4868760020631386,1.4400704911907491,1.5747859394852668,1.3766271535030505,3.804301549405178,1.339670334236434,111.17006354763045,130.02462161356218,92.7195405648571,124.91005682660045,78.35745340780366,53.844916272900036,28.15666680968301,9.035643106785255,100.17296638836476
55,1.4483533460743492,1.4885609300832272,1.3844358661156415,1.4124638870681305,2.1199190818661786,1.4363718682899747,124.49030607079673,117.39466738562001,118.48436580993551,129.7612654447495,95.43472895040159,99.07150191211522,38.427070935887926,24.021219424574564,56.68033092282254
56,1.4599991732171813,1.385789690865231,1.3002275504498197,1.48895477157314,2.2880573332237555,1.4555099732068013,123.91407472104275,110.41507833420631,132.63332016409746,120.28181347295003,99.77881085937568,86.46836994300158,13.271647837012523,42.97378942019201,57.717959035772004
57,1.4659291333263353,1.3477404014511065,1.539807862846021,1.394268676378313,2.2384242418504354,1.4514127554880911,125.88916905556549,119.66495769351381,126.99045234281671,116.62765868304376,110.08580910906375,94.27302410949038,25.27267419648518,11.452567896382705,49.29394889456176
58,1.3114242208136448,1.6064587183177712,1.3782603635751278,1.694655338513109,1.4503203135004235,1.617513615824159,127.24512127903336,111.05515315795395,129.86599059095477,92.931595903568,125.1885913623184,103.69186410084554,2.1535760911840414,145.11492064828576,47.64018103526422
59,1.3687623751167206,1.449353053005607,1.366834218754068,1.4194771195134557,2.289376803735203,1.3573374797856184,117.9853911775165,129.16466438979205,119.37912604157985,123.27232549170279,94.96949208337946,100.17284187380628,1.7947701984661644,0.5432565790924494,62.29305152743196
60,1.3732425247804565,1.3126400450665134,1.4683008157429311,1.4538997059397873,2.3054392322942747,1.4991672542854693,127.27272693615743,120.87165759060842,127.04639727843559,119.58488330562307,102.6624522350043,87.94454424556716,13.472388808761497,49.40483714936208,54.92464529322617
61,1.3688153400128789,1.4071237934543617,1.3497213224720912,1.408097880946787,2.5443221321514877,1.4450832222804078,135.3696152917348,115.9496044441513,127.59288999164319,124.06933421988244,91.00769828553138,87.0445862852364,4.987901163206705,1.9243242313084483,56.2816940685136
62,1.4121342613245078,1.449632642200131,1.5024521765516983,1.3283722666560356,1.8734541930862385,1.4261180953070076,111.88954133892543,125.47201190232201,110.87375145946008,133.1684085473341,96.87543848724634,107.67643845820308,89.56100174032038,5.716288488185405,61.07393034377072
63,1.4982893934166055,1.4207812016596315,1.385808074720312,1.4174068373100264,2.7020328113187153,1.3873785409543926,126.97212136776216,109.5618924247831,135.40169303771276,110.81629470958208,97.2416415799181,94.11460934238991,6.045580867605353,9.87367048485995,55.45530201127038
64,1.3129451469614815,1.4269026163960383,1.370986681750817,1.4070213422004292,2.1183439392720778,1.4031533780822554,124.02881686364955,124.1041806755013,119.85018677594155,123.6880644152139,99.38454282726784,103.1501201533186,41.5657247600745,39.09181154827435,45.69822377634038
65,1.424283159800939,1.4222954682839786,1.4324739746735256,1.3588944391579492,2.1560551578309055,1.4541810567163345,123.71146362008422,123.92786534010865,111.78941183287102,130.32091660296334,93.28461523118142,99.67654318888658,36.208480745111224,5.218174956605529,53.061830371302925
66,1.3857119252094974,1.4255666406499021,1.3949590090124946,1.443288522909582,2.010070730655402,1.4075702082240482,121.31836965093066,128.2823583716318,111.91521969225624,130.7616798603389,96.57794782007612,107.11381440590573,70.8439880545982,27.685782445589982,46.792934226841616
67,1.5383345371530832,1.529690894783809,1.3347760797562065,1.5906158696924302,1.6970016312694014,1.4569094932830227,113.96263507257103,95.99537062487886,133.80836564434946,115.3558564002941,110.11922793321264,111.26504726713782,39.54664361675644,50.817350967861714,28.354309106904356
68,1.3868652248199647,1.4751509596664172,1.4888663727795783,1.3853502534057913,2.1733463213765214,1.4125909973363817,114.5154676903727,134.49661068897385,112.78716355543936,127.18689935734402,98.82569161121533,107.39237030298791,64.60624993785805,8.027897734703561,54.03153586644688
69,1.4479172448001953,1.3618360020514237,1.4756989251888402,1.4362468551761034,2.265692922290585,1.4742559996166935,126.26123389192271,118.65157091017323,122.39634724309764,127.39930176078049,99.51207657670777,91.51521213661246,23.158039010713562,2.961734551715913,54.43363995731736
70,1.4611691793856239,1.4286655302708204,1.3988264237788297,1.4835715900170996,2.684702973193133,1.5312892105648683,112.11307041250889,117.57378038825924,111.45826338420578,136.50855944876903,80.71278936567361,94.85350460036017,15.0331319956427,16.600430697721247,63.33463286802813
71,1.4472094425972892,1.43594306090169,1.311709889931504,1.4646223877057722,1.9354234595547442,1.3388925344523652,130.700193175934,109.75539826069252,126.45375712391677,112.96538444262767,102.55578534537845,98.34150329001274,33.96527033504232,39.41160802673551,55.98778452182266
72,1.4595500334407787,1.3854405782591874,1.4438338566725533,1.4109555555262716,2.173911230958278,1.445832225050027,122.7285791324728,120.13884775801387,118.64729557855833,131.70615727664978,96.89008682871686,98.95385199096957,30.000693445607045,21.25090664326202,49.722860270764684
73,1.526662119269117,1.4872689944256638,1.3154546994258294,1.428589497120227,2.263266687840209,1.36405208003504,117.14975637081221,121.99405878539794,119.6802572357517,123.57413608007663,90.02850702489683,101.2848481664027,23.63889629823639,3.7608372429347092,66.62226447935932
74,1.4289815701113031,1.4985078813142492,1.3947465880290164,1.406090513871904,2.1040234523708743,1.4373271824923843,125.06008468814674,111.2446358541491,126.0286155370401,119.7362581477507,109.68996863691488,91.9719716593198,34.28649962174437,16.050698889782318,50.53681809113923
75,1.3717621179168629,1.5111263126328351,1.4098134333868033,1.4904625435386807,2.305589788099869,1.4028182243816776,125.62554194221009,127.1201276693203,110.76640809134705,129.0179432172331,92.51613934988598,92.17194246037586,35.39630721886571,1.729505309633718,62.27294739004971
76,1.3589334964434017,1.428564160990153,1.2859469840302555,1.3667863007141374,2.2618972106989204,1.3970260042429352,114.67260983827887,128.4387253513157,117.36020698579141,130.7385615901971,91.5478629105445,100.37284158600818,38.52641790503315,17.008904637963337,57.79915734914145
77,1.4247922658154473,1.3965379514254974,1.4914720867184281,1.441423099674306,2.185257130454709,1.4167375913869773,130.92917241855395,117.82910777951606,115.82472976262072,115.05084767733237,95.50756241351124,90.21017187417098,6.307014676325907,32.27942438713518,69.00744019699333
78,1.343083497332421,1.4075540754978484,1.39959642968357,1.423024829072682,2.237415403584755,1.4794232719927904,119.2575369963731,131.4492349202844,114.04733125898777,133.2194678259148,96.3184883879871,99.41264081648977,60.15170521332727,16.867820993685495,48.1285234108643
79,1.3786788627235553,1.5030449506657084,1.4078635600383855,1.4148698148100822,2.4347772687369913,1.3698552550093943,112.73250119515987,122.23392236654556,119.76215388694654,124.87410779091402,90.44166669316992,98.46420977503779,15.286892692182212,11.433503079336033,70.50749570824209
80,1.4138733938043968,1.4829799488545892,1.4414780125342446,1.3780217700057746,2.2180881029248174,1.4021392123388223,121.04737090137618,114.46917150080867,121.46224085070588,120.94346957168247,84.13958821109792,99.94724291058938,2.459957413991694,42.262309645684134,76.2256611095026
81,1.4188225850530363,1.4456351587244327,1.3385696543499717,1.4335477246347206,2.328907551031512,1.440692494803074,125.34803281414774,114.52492880323165,128.15281324030988,126.54515007448472,90.28045551582343,95.7893548038825,14.011449437886426,29.269133717362237,60.74040551024029
82,1.459213188648184,1.4192633470050668,1.363621601934539,1.4496306691808245,2.128884538038038,1.3497393214879208,123.32411698868927,112.81001233556178,131.27512999543944,116.51569034848075,103.14643312934658,94.20872758701083,28.649245996338415,39.766137956090255,60.11529837068226
83,1.3869719789714396,1.3968732581812942,1.385219422733293,1.422672939923059,2.171516065475509,1.4317627832429252,120.31323384906682,125.12089421693575,116.25597412168146,120.9952374291228,87.90551577506223,101.08696477437678,44.11929724426965,23.258741924018306,63.06138655883695
84,1.3935765625512404,1.492962599897993,1.4471764004360053,1.3886037266777445,2.0451714110691697,1.5607646322348503,119.40625616003125,127.70907422880633,109.69092439924631,116.6410223156787,99.87030256522195,100.61838497212474,57.09275757318274,7.936753370547119,55.76877339062075
85,1.3525739168067406,1.4125789721801827,1.3587866521225922,1.4487369451076473,2.5192593429081755,1.4101634970162653,118.52088416686377,119.13678681471293,116.50449979569352,126.87564232238668,87.85476631273681,83.37566843374437,1.5970112501686695,8.102067814624982,72.71414100569658
86,1.4440471334217657,1.399860147720882,1.4036970891661222,1.4006553617455864,2.3668569021105257,1.3648893997182145,121.9773627462831,122.40645730769086,123.44630035873698,127.2764327794092,91.59319313931744,100.26054765914374,16.67545957946051,1.4810851586173936,58.74472466129256
87,1.4528197709689308,1.4387674529494876,1.3559782108641365,1.5645144724025193,1.4625318636677573,1.7137381213622986,93.90644481314129,127.76711731418487,116.70924019485389,125.82414652687486,102.85024706356772,117.86903902430772,131.87556133448223,1.574453352488652,55.869285385772635
88,1.4499363420484634,1.4860188212749808,1.5293949019269333,1.472646013698,1.8745124807249476,1.3510274137511709,114.85560552072931,133.2074350003649,104.50251506674515,118.35054910278215,100.16163094468028,118.45406495834094,64.08636240208743,34.66380400636161,40.92829503898712
89,1.4633755024693902,1.34204208189179,1.3859041179656402,1.4285729115664696,2.0134031352555843,1.4168923190708238,126.47750281578884,113.24708390133537,128.92301535173348,120.42955078526164,104.67165726565001,98.42729268487324,41.29429984462068,52.64850328652349,48.699994064153934
90,1.3854571325427336,1.4199699688250775,1.2988551180029615,1.3867706492104321,2.2337576313443375,1.4928205776180754,120.18956042405193,124.73003549862635,118.93070121514363,136.12740442180782,92.40312435186948,100.9799106674922,61.45688090379895,22.016296825534702,49.23208665643942
91,1.4223506627741442,1.4504276483015142,1.3986126583014684,1.4467812588754316,2.028990621521648,1.4116597202957102,125.80926959047552,117.39481893960867,123.57647351603933,118.48403227321077,107.02963067657686,94.17885348527687,44.85124484306203,45.12485280789635,57.19859856832388
92,1.4235535521633995,1.4411158229310284,1.4669591113771525,1.344037599016915,2.1764933723429576,1.4125767069709496,119.88550046424922,118.5843154072108,121.30583390910165,123.81672288789478,88.08904528254256,104.97783089160261,3.3271851777736186,38.48693980914717,66.64135923745471
93,1.4456849045586235,1.326495632034321,1.4673452762109374,1.4246643717094833,2.2073849159900214,1.4118839018687626,119.6679107405689,125.97687816060683,126.81733604463189,114.00965364591086,102.57962625975325,98.413803415947,22.663772087177882,7.545242421432887,61.732450271984355
94,1.3580801119874393,1.4008402122392547,1.5376365922844821,1.3429602948833619,2.1105858607998735,1.37712079465459,125.6127580325535,124.59249722441793,120.65544379543981,125.41581320253302,103.26157880248533,107.54525336530587,52.4928605363659,41.49051290479221,38.77198321068678
95,1.4162540001846498,1.3457315660443931,1.510265315080169,1.3854559147574328,2.2436741877508664,1.4230976757301985,116.54240924727247,121.6708728032333,122.68615613395839,130.55829624719507,90.58745111015195,104.86656427443177,24.213950306894002,14.7617540991818,58.245087003246
96,1.4104675000652087,1.3728239379163916,1.464412307587647,1.393653433512328,2.2915141724706984,1.3756760567428223,114.84712254750745,127.89103768681836,118.38603832440275,129.46748957210184,90.2141626722534,103.01493635170814,17.661065456781028,12.89439832790695,62.60678642548881
97,1.402805087784065,1.4097724881292883,1.373103487414572,1.3553314205569185,2.438886129737955,1.4752121514398164,125.2451010005638,118.59509265356886,118.59612573959656,119.76369031221657,94.88098888792916,77.04993079802426,1.3589209075026139,12.124255688029852,78.07396865155968
98,1.427097057815495,1.475393123290848,1.3837574448538756,1.393491099316131,2.0196700978824884,1.415500907326921,126.66811895448318,114.00012328433586,123.79082533534228,127.458739908956,101.73981284896156,102.82160934235371,27.601796050466135,33.47472549656652,46.87076780117525
99,1.4308561788897947,1.5057478136936646,1.354518508507022,1.4217263007204397,2.2471711659511264,1.4525410034055568,118.39551025172717,129.12860386504747,115.02486081951825,130.7094530566426,93.7968757742797,107.05464940684172,49.533883788267794,29.183720145890135,47.099581878726376
100,1.338050143951105,1.3754675117875765,1.4327764697461955,1.3528951639714308,2.1837247373363144,1.409521866986984,121.42990035441534,130.4025896147804,109.67518983464007,131.135087755496,90.01894097450497,103.8311084874133,27.13727179587825,16.11112329012288,49.15871611907
101,1.3922001820576086,1.3965846416228065,1.5012448158625584,1.4289860737093212,2.0091890527246603,1.3922270355518727,131.07062416972448,126.25762413943043,114.64670735188284,116.10545125743593,109.72915861450694,94.0085200364766,15.19229160319014,62.63271342669138,55.35091828283342
102,1.4146455408528769,1.3819847611209004,1.4419264149739788,1.4307912291206242,2.2071319903152196,1.485323310672925,111.34059593930446,130.94192138034222,120.72613094091473,128.51695784633455,92.93487528934854,110.20953723099053,48.6444013178764,12.91971942071684,53.79813505519623
103,1.453474461089803,1.3974735197139942,1.353080622244968,1.4088305828304146,2.2493172999951336,1.4532269736836438,123.96136568635715,125.58193449196574,118.48259379159346,133.95408272774833,97.8050237284658,99.70374837770402,43.373336756953506,31.553068652680395,44.15128178865316
104,1.402083371444367,1.4293811722646952,1.4328897228207103,1.3914946436988027,1.9552320836172272,1.381924125475629,131.26397093092174,120.09145081579395,112.97739236633574,131.6722247059184,102.7351168457474,101.65238436294523,33.12559361307679,25.940047400118146,40.21264766090026
105,1.3255562634562192,1.426700338460974,1.4011302149916396,1.4153654821097887,2.1816347282572806,1.4976140924908408,120.24198444584567,125.55375144196604,116.57450711105005,129.1742216751134,93.96282495155099,102.00464868650297,18.87950405134419,39.97445241978199,49.83650489354572
107,1.3332062346768232,1.4358345545623845,1.3889031916786991,1.4743762077751204,2.2604829428385003,1.487524229989514,119.26392735796892,127.54132782400644,117.12790151845903,127.48847606682706,87.8426949347556,100.16631462557311,55.79906802004862,45.06357579632059,62.03498267853171
108,1.4463407098684982,1.4825642094354246,1.3833132110250297,1.4471548094980147,2.29065243468174,1.3235113079100969,116.0990364393979,118.09923739146367,121.00728232194373,130.53807465865387,95.29686559937548,99.13602949017215,13.92387326373527,6.599143315224122,53.05937842524091
109,1.466409287577001,1.443539056551855,1.366300597709423,1.3814889067241567,3.23374946323804,1.3903779460850063,142.72627452321197,104.69873079074696,127.28776137033253,113.5654693374998,82.11555194135585,72.75742162396996,10.800237467787852,21.477841457559904,72.0311025707011
110,1.3551797145236733,1.4586650785736053,1.3904106695481149,1.4281327953000933,2.06550369820225,1.4154030549417704,136.3440781777033,115.01070963087297,123.65394407685415,122.69719744358468,108.27805800850584,97.40922502013439,20.888686450310026,65.21822767411643,35.43705761387847
111,1.4053115504783764,1.4679466135462242,1.4801514965126756,1.3536046951517513,2.3532975192360803,1.3712138987533655,114.12368201927971,129.82350572432412,121.31709554427822,122.61543085434626,93.31465188610242,108.33551811572954,6.534430253675656,10.026645221095121,58.46963498190292
