TRAJ,C1-C2,C2-C3,C3-C4,C4-C5,C5-C6,C6-C7,C7-C8,C8-C1,C8-C1-C2,C1-C2-C3,C2-C3-C4,C3-C4-C5,C4-C5-C6,C5-C6-C7,C6-C7-C8,C7-C8-C1,dih H9-C6-C7-H10,dih H11-C8-C1-H12
38,1.5445979637013578,1.5717066885575552,1.4678817900437848,1.6443083024457008,1.5146680349372141,1.222052807940103,1.5048615618756518,1.3696443324221832,118.2846441495307,111.21098554111512,112.33324696880716,112.58826922366117,113.24806355327233,132.6272969448994,122.72129004996982,125.20648175933432,12.151371709051546,19.079303440136364
39,1.5018350858661678,1.5934732221226562,1.5006068264645136,1.4762110125794132,1.6923220395265108,1.1534233314183786,1.459809067354328,1.3063382841444664,132.9420310537653,112.73631942953988,112.95612674665878,110.15111320449681,111.95071804729668,131.91417090206056,123.53787497007036,119.52346144331032,3.2321894604702694,28.77540018285226
40,1.663350463550697,1.5846683370077328,1.6028547461268736,1.4589357315617464,1.5530628044854702,1.4318640130038272,1.597730868899922,1.4042076941559147,124.62274189264072,109.22409768019666,113.92570092516257,120.66039771142749,117.0273583843101,119.13194716647165,129.17848876533924,122.35473309551281,5.793109859234866,10.193399029609786
41,1.5354963946618905,1.6596370897841894,1.48334853346525,1.5026423255005676,1.3756982898437073,1.4965342629020328,1.4566876857347453,1.3629868218359882,127.03787550646544,111.55245896805621,115.25885618429331,121.0087758541901,116.74406005860202,124.63423515693101,122.21950649090321,125.62502006497887,8.247600051670856,5.081600300471563
42,1.396583188659027,1.5608521042989443,1.589250501475239,1.6868748924370702,1.5828510192871252,1.3399959501921803,1.4736226963963814,1.4304432011800565,129.53010142149685,116.91019122185673,115.66688663562223,109.34608808535202,113.09699705474148,125.69089270298569,126.15179281117977,123.74494571807668,4.491546450370595,7.919018650240346
43,1.4410575027539338,1.5745929964549632,1.568901582923044,1.4965859151667684,1.5834718237987204,1.3479454501682557,1.5218892331128813,1.4317922353454264,126.41832038945971,115.41340817208922,115.11705373025248,113.96099367780036,118.2302983556793,127.43099934761757,121.71173530141478,124.31981147341638,4.657129561058742,6.745778894978584
44,1.5491394028108716,1.5334158601197085,1.5341884715104286,1.4998468854524125,1.4991260370752049,1.2766473371536424,1.5379843507723223,1.3468625562006393,133.0515224270561,112.115354230757,118.3521145978337,116.49992026842871,117.97907099353156,124.15284881078453,126.05375531993083,117.5936932448088,0.844386495361858,4.783833699774033
45,1.4702683470040505,1.5914096219727925,1.5028134509943425,1.526872880924854,1.525625518852878,1.4261058111356015,1.4480591037522819,1.3404394954341243,123.38719680982771,117.03300480135488,115.91287590935953,119.70994776500699,116.99952945381186,123.94643620536687,124.11896595440362,125.68581036590459,9.921674404624238,2.2831161194901157
46,1.5661360255672057,1.5383873541905342,1.5186151234818714,1.4862858964137775,1.6654329908256522,1.299379874507425,1.516252933755865,1.3178992081951386,124.89732922532644,116.1131340365586,107.79637955826077,114.08202921250104,112.8118206107991,126.99419955323677,122.740515594022,121.2693531477346,15.128621769113549,1.166053029850488
47,1.5285804868077466,1.4061315879331568,1.488822654141203,1.557369760300671,1.598760701673439,1.363282065684644,1.4257764344750636,1.3841497607989033,131.70072820535822,114.67536344588977,120.55205830385037,111.44466656270654,108.42636549509564,116.90417913218019,129.2540124708732,119.7037425914019,3.4072531940660804,20.34383697622276
48,1.5354132990195015,1.6729590706472677,1.5020666821749933,1.5098091194662728,1.508291490250039,1.377522616370827,1.4982354170641923,1.4186324540346325,133.97354517648353,112.26493495751482,120.82489360951858,124.8888465347879,118.49942243201053,125.19035774970729,130.01043750412035,117.63215696238689,12.593972333948143,7.407782299472542
49,1.498310669452031,1.5472130710060625,1.5720683138590115,1.6496632375559368,1.4682037564529955,1.3124342402845333,1.458995128623076,1.2438635768312154,124.42998666474816,115.67040508706303,116.14223640310225,110.68929799286857,117.1057805620681,128.12578826995264,120.57952769947025,131.5634066320788,16.886444799834575,17.49228378780844
50,1.5434412242090227,1.7000585130620687,1.5277669064900046,1.4811085678717477,1.4404736845854915,1.4609690671090172,1.4400016485239702,1.2374842208581267,128.26124914695404,117.33893398765588,109.53268130656758,120.99236798358442,115.81846133458139,119.95093482435759,129.07794067261233,127.90952519602226,1.1027564189385546,5.332952924458826
51,1.4594580591283564,1.5049748109504628,1.5966705757879154,1.5621270611423856,1.6208634328847094,1.1173977650016478,1.5050741830543466,1.335893893588622,115.24236180826063,118.07196274468271,108.10196397969929,114.74238787651059,117.0477296438066,130.66698272199739,124.71734804177277,128.0925600284874,4.169302178691006,1.3892200198453641
52,1.618964860957031,1.5945807658880808,1.4876066937695347,1.4650143823387896,1.4784630082168708,1.4111873250172846,1.4408791925382005,1.3845611560281927,133.4711987351526,107.41163136451476,123.8805704844044,117.98312823206865,115.46526374741312,124.38932196814577,125.67181799037667,122.76457976775187,10.30200873703676,8.325248519442694
53,1.588538694880229,1.537859417607407,1.5685798455605702,1.4184349261994038,1.577335148948209,1.4106710206647923,1.3565107374934287,1.3303720152214633,122.70155695547328,113.6641718603648,112.98742851635893,113.88719996262452,115.76171872563464,121.41706130249688,121.9281592398563,128.06133107699515,4.343112008827583,3.845589171997277
54,1.5830908933938295,1.5552857349880576,1.5302278420794921,1.6153898958736377,1.4455204774469232,1.2668354957903747,1.5448108082230267,1.3038169364073902,123.87813514808096,112.46548692775853,115.5246446285317,113.26823890796234,116.97673081887811,131.01993887075744,120.88348548020166,125.48038079399755,5.864631100384551,4.114972150322068
55,1.507000722902335,1.4475903043676492,1.5210313023923128,1.56925691042017,1.4685338054734947,1.4068750742825802,1.5310337790723376,1.3797413510984002,130.19449379976763,115.8139268605009,111.60098823054462,115.09184816893388,114.89691815134718,116.46771614774534,128.9975339213978,116.75202567223364,6.4433874688476775,2.671333107683174
56,1.5007174094688134,1.5271638865405537,1.5026342997646116,1.331277249743408,1.566260047422197,1.2634011122768332,1.4841892790022897,1.399695824450094,124.7073568901006,117.22353459105669,113.02538479113925,124.62934736803547,121.07930741034987,131.78538427272267,124.63621581362933,122.19306436635928,13.223826240285726,5.1031687924280735
57,1.5131994709891308,1.6385929925512632,1.5637195063666427,1.6267698557664585,1.5301931020210349,1.2986106243251372,1.4754175686415538,1.2900008977881168,127.54810037468147,117.49848273409708,114.74897067721733,115.30077659890358,117.64782129666641,131.06533263623314,126.54598451405019,125.84197659706841,4.015149751433442,22.531622247132113
58,1.4256253404220702,1.5439032704197688,1.5299242823165051,1.6670702491293972,1.4968285304960187,1.2646261615757886,1.3506395292132687,1.335632633213043,118.05743185422665,115.63117578001149,109.03324085136347,108.04670905922532,112.9332240901649,126.16083534680301,124.88334091745074,132.00992148674268,10.907686065150465,29.702238069966874
59,1.5039342835408276,1.6262684343466718,1.4624125769444776,1.414694141913547,1.6041951204143998,1.1866282297743898,1.5563898747046907,1.2954941754130413,130.19815909837135,113.569902225447,116.1438008127329,116.44579657428757,116.56385656234072,133.342819388223,123.65003579649577,122.95495861018853,2.5493305428462785,0.9029029051468913
60,1.391025880545463,1.5488131913546679,1.666297389004775,1.463326374827829,1.6043806935777516,1.4090855331306678,1.4409438794364415,1.3272552244125062,130.70327221368655,117.0936024782956,114.72824536254888,108.63713918426114,120.0286963687464,128.63260465200693,119.99043263467726,128.39038957018735,19.80267712335985,19.03307038994043
61,1.632674807662529,1.4901655379647485,1.635427040203997,1.553537274057732,1.6060804079733484,1.4076148378080642,1.4741752006159905,1.3754126421664876,122.56546045214365,109.4923115162274,124.70064115135058,110.0197613285543,118.58502531043638,125.51680263164226,123.87547995009312,133.00484599776146,4.046740609005278,41.379615169679596
62,1.6263591352298037,1.5013796876732908,1.5578620476137868,1.5398783193564862,1.514024756870996,1.2454036148312186,1.4252392559965605,1.231821265318293,127.30965556414374,116.27421283430893,113.13992444799534,110.78968099098422,115.76866273086175,130.73517070147926,123.04273937911537,126.4256522522333,4.897841790333107,14.396308191722518
63,1.5602491196845447,1.615938339896423,1.3970245440947746,1.602061665673476,1.4958121107811735,1.309045399435153,1.4897280845602188,1.3952122502469233,115.83567369735924,117.56379851744568,113.3403329290563,120.85452546023299,113.37909693909697,128.73548730026636,121.38145407109643,128.88101822000448,12.497302359295425,1.8249671925320685
64,1.3608416456055261,1.5891850009619837,1.512786268057265,1.474083270669321,1.4621368039379645,1.2793755677231733,1.3930107766896096,1.345295481515165,125.81578533082605,124.34411292755827,113.92269537400043,112.92377527128431,118.77334882635417,130.58219650243788,125.72524208389872,121.97405304028821,11.115273762600808,5.399651276061899
65,1.5110334494291107,1.5097194379844807,1.6066143961952786,1.4797580544413436,1.660582659079972,1.2885318372193808,1.4454612727359006,1.431176839833177,131.96686195802772,112.47115141886827,118.94343525927272,112.59082464486042,108.10685869088142,130.734679591695,121.9291927321759,123.0485889235067,3.7590385435975175,9.886629132809063
66,1.4972231356411307,1.4315894613069602,1.6095965733336977,1.6275253215540912,1.4897316128565792,1.3394085709761114,1.448863000863565,1.3598043909470003,118.7108642775082,117.55244680669301,111.72432254170741,114.23456642738002,118.12546154499731,123.13806362715728,127.46130013119637,128.38163999383482,11.86398730136278,15.185953967179987
67,1.5379637110733555,1.4830587746013728,1.629363358202641,1.5162849152123907,1.5341009270446486,1.2188509348439882,1.5297022795755184,1.4000533913433177,130.3298067636736,106.5606799648678,114.24240415394725,110.56845331051053,112.67859896000401,129.85252568593765,126.15022283093833,119.98643110092559,0.4560451985114167,14.353223171269708
68,1.5713969100440857,1.4818922605035558,1.5406477547276178,1.6919145174650476,1.3969702447909491,1.427040704244144,1.3901697824776267,1.3207323876087909,122.13473194265055,117.96493891851391,109.56848840483114,114.5571405086372,112.71662829461638,127.71194461874545,125.05945366374466,124.4297978545214,9.695094852824653,12.264629533003212
69,1.6144135847340513,1.4984070190707364,1.4755420381444768,1.5533235775375602,1.4778086184197767,1.332708445343006,1.5336447402762976,1.3484992249597254,124.25929165685393,111.39834504185794,117.65191138157931,114.26204904166185,116.72041575406406,121.62755954357522,122.83751128710678,124.65443607871252,4.010852823469943,13.024331803489286
70,1.6647447992394184,1.519295476811402,1.5609196620895431,1.4326811874006993,1.5179413524546288,1.3322346243365895,1.5183621206273765,1.3457371276620615,120.80945177683714,120.00749016445779,115.11301961617401,121.9569163410631,116.21268472398195,126.51292743207962,124.08683460267484,128.7467960918914,5.24634046699376,2.1897142555705984
71,1.6432290485892165,1.480148617708591,1.5000938328349296,1.5196187211100571,1.484505152086546,1.3866414575858799,1.4888763901085622,1.3878531712471693,121.4311311961316,114.57792578582567,114.52121438742178,124.6193745537954,114.38356383916565,126.58988200109448,126.1619935810341,123.69004770861034,2.3583018114843544,19.471714190718618
72,1.425609956760145,1.6221307278382813,1.6280429864245285,1.6792999049375898,1.4507066635312087,1.362877109268554,1.3909010360079874,1.2911209353681814,117.65290232837937,120.69647884584887,104.83855188254543,113.07352154034801,110.53467313044314,133.80707339769654,119.85991497561115,134.89935236146363,10.710542277662293,15.404552003826057
73,1.4448965052623155,1.3713545753203793,1.5867558510142008,1.412390896874729,1.6180819817745986,1.1951960042330814,1.44458317217196,1.4504382902831328,124.31387890481884,116.65849043281293,113.25943416736514,109.27670165221105,116.78230205747107,133.19073999417967,120.30456070615728,120.01068185458868,10.536827792153469,0.6336946849043604
74,1.396681282833988,1.509618878019328,1.707377493543837,1.7375988694571232,1.484576352029776,1.2639610840865676,1.3852486253383198,1.2675628427522858,123.96668946313149,122.91834947769819,106.05068761812082,109.59812138520755,112.82625436099764,124.06899439115404,127.58599448125543,125.74423207308179,0.6395328243984537,15.159068173338007
75,1.4469176201936318,1.4669788213899746,1.5909810464281409,1.5339338306537385,1.6381551041316402,1.3489363849983658,1.4251002175141634,1.4148825849565008,129.10861297829268,120.04616404733102,122.10048753085805,110.41391044601008,113.42891525288276,127.41299691442462,126.0463974347247,125.54448376869965,1.263232850374284,11.609412055441902
76,1.4928276785798573,1.599025774847052,1.6180358483264121,1.522246665884073,1.5332084977631313,1.448788340713499,1.3875432606797025,1.3594175335596161,125.87636474495028,117.00618658839596,117.94594891535517,115.50942367210365,117.87718535962037,119.80255480869714,130.84277647604867,129.27920690807363,23.03492085004485,23.402100051017577
77,1.5357368893606929,1.5090301637326682,1.5489317014318527,1.534339788942181,1.503166559644426,1.4583885545173936,1.4289968337020977,1.4741642573664957,124.50504513589945,115.88027559508062,119.89264880116899,119.00782382327257,115.80044095448152,124.64194369264054,124.58635539260234,124.21465924984919,2.027947940787086,3.7853770084032003
78,1.5757202572690154,1.6880968391058448,1.4834099212675111,1.6867914435957165,1.3606543960986692,1.4725687830831653,1.4915894278516,1.2782690830155503,122.74140126794663,115.30813956841386,111.02706392757712,121.53127277302305,113.89867371106057,125.97755354552086,126.66939254696538,123.47397290991739,18.13490818177938,18.75853267251865
79,1.6247100357543327,1.7148128146911843,1.5724939488823042,1.4830183325254354,1.4155405271945705,1.2679086262741466,1.5933962806168371,1.4344534240714377,127.38781328230102,111.7543604585553,116.63297164439722,127.86205826280136,118.942432996615,130.24868706224916,129.26551737869198,120.11136885010993,0.7670288958576306,16.606839362734675
80,1.4110225279446782,1.521361561343806,1.4341073291705457,1.621450819028736,1.560519718192855,1.3488764258851549,1.4657338118285839,1.3504245856153327,127.37005640560551,114.09342296838125,112.88321661924982,111.23092003223813,112.64599556158169,128.7022479113275,120.6372287471593,121.96210328204522,2.504179989425981,2.62650325420924
81,1.6912198679944503,1.5784019689009747,1.5272170040109645,1.6165566375508074,1.4717938525563734,1.1423546863890925,1.6873460522267265,1.2303831678996549,122.13710010139921,115.03413292695444,113.01709516332338,117.81422994277989,115.03108477266669,127.45517771979266,123.57097480428752,127.16262017147493,4.378083668767033,12.056679353808361
82,1.3974141461047207,1.6919305919288958,1.4523459782478327,1.6514592178340546,1.5475819146851661,1.1505657750752243,1.3884216226432955,1.3218520370507127,127.90249858376048,117.44518987471905,111.3515601150149,110.83681948277516,113.06401252661503,121.56848353726429,131.90870845629414,118.24381339266212,8.459301740706564,2.2915461588397323
83,1.5330711427836938,1.5632592028695003,1.619095109391426,1.5253302349356188,1.5272778903469086,1.3779503983381174,1.4444453845785812,1.3187391637142267,138.6686362816513,109.0556548276476,122.01257214147529,111.32669545077275,114.74446229524017,125.93699758382667,123.84736067943373,119.79314544137895,2.9786314539661927,11.682642537311422
84,1.549895841554863,1.4988358276764446,1.5643834440925017,1.4987263661742285,1.5699645783674878,1.3453982373651214,1.5757283790783654,1.399305114252328,132.76405822488218,110.05587487067719,117.01710834564163,115.1517469541073,113.76961686068842,121.86692772299472,128.0027706921306,115.1896029533183,8.158067894950646,15.931984944956346
85,1.6006620201173596,1.6175754958585842,1.5179874786340408,1.5386666142242187,1.390374006897962,1.233465859713376,1.6573068359080223,1.3210069181309283,125.78932420955928,118.09212155448616,106.54607161731603,127.53752075381308,114.44968258305315,125.3456004707462,126.60093171176112,120.59106995538353,8.158751382765592,17.69427239523274
86,1.6756050844318582,1.5096071850770545,1.55888613595107,1.7192568445906486,1.3163070969542774,1.34193970677366,1.4343230217872085,1.307227088561355,118.54681317352691,115.24935781617762,114.99269133221766,112.27379763711728,114.66721824292362,129.77866673596463,125.69990012706997,132.35974676721247,0.8442777825141997,7.326216902050304
87,1.6275067709821744,1.692216644109076,1.519244471504597,1.795746481052682,1.3369329296790096,1.4282048650332257,1.5392297758207474,1.354039304116135,117.94855806495411,116.40603751558656,111.28940007777648,121.78372527068679,116.0118655246183,123.6280395896445,128.87918901682866,126.96196579654534,8.086512144837169,5.292904730137913
88,1.5004959120142354,1.6078395542332204,1.593699012549142,1.6285955426075474,1.5018721164915296,1.2231934695927629,1.5033472976121316,1.3636994146949617,120.859057169072,116.81870608286938,111.83111500927924,116.98121179741077,114.41040447967862,127.89293919341264,127.558791843129,128.55167653613105,5.964871523481784,10.180333732486353
