TRAJ,C1-C2,C2-C3,C3-C4,C4-C5,C5-C6,C6-C7,C7-C8,C8-C1,C8-C1-C2,C1-C2-C3,C2-C3-C4,C3-C4-C5,C4-C5-C6,C5-C6-C7,C6-C7-C8,C7-C8-C1,dih H9-C6-C7-H10,dih H11-C8-C1-H12
129,1.574470814429724,1.5843956860617239,1.4819372969130318,1.5159438192772872,1.4949691780053478,1.465144639980137,1.4484575966871462,1.3225644829829108,130.17615057746085,125.90202432571884,118.5606695467364,101.92721320692141,123.50368233016489,111.33562212908355,92.52498034999199,135.95495453328078,41.63066004543196,10.094407530098463
131,1.5493139921334473,1.6613743662666014,1.5675126307572882,1.5625430353414704,1.6449107027108083,1.3992880070336666,1.4258120365752243,1.4762536473957453,124.80651545164474,112.45343202815505,109.56366291402358,117.93503647546258,120.92140066639563,135.50493898318052,124.12237462177839,88.25010844062801,13.306721456230116,8.645799391993258
132,1.437215941415556,1.694394008704155,1.5139706594886189,1.6338150838370935,1.6300886038514788,1.309143189520002,1.3505197460478529,1.3710170571409936,132.96334882817874,90.38263746461324,118.56549404389936,113.49345363726025,119.97563723523272,126.44479755286397,126.69075560962706,122.08149459182586,6.789952690633138,60.91838251278474
133,1.5076458937555264,1.4759247526517016,1.4946221593299474,1.4971444623050094,1.505822145468219,1.3830091235113258,1.365380610667545,1.5321557896660225,136.56352144678493,131.85987434253335,109.78126156611577,114.4674861664163,116.24568267675483,130.69837595215924,93.71060642598557,132.95919885947725,50.21061539650767,13.249247920071522
134,1.5483380766525887,1.7025814360467095,1.5190948692529676,1.5550722954782321,1.5780033923123025,1.4642506517565697,1.4060697719880775,1.6385206757658815,129.13538669029006,118.84409030919315,128.69020795946795,112.67601424513555,112.90799571674883,131.58607073705983,114.49074600416715,87.48002507688052,52.40020876418924,47.87119774418627
138,1.6638556621909388,1.546929801178185,1.5703438063023498,1.5225021238167433,1.5807242662202137,1.3370852391080474,1.5671549744682256,2.0930317464009,123.74565718770853,109.37328758249522,121.03748599787929,117.95907730481798,104.16735565634177,127.04937210202202,126.07783053016274,105.2229037932939,1.2003040742680366,30.659117772251115
140,1.5630070632264483,1.470833676445965,1.490609837856434,1.5560229047796812,1.6062815637297634,1.361693547330638,1.5654685523983938,1.4694564039497537,111.91176184068898,115.17184369456858,114.87323268707117,112.76874657770993,112.71827607909879,122.06726239201916,140.69795727536848,92.5754407279502,18.39407894196289,71.52613947221799
142,1.5466166448673233,1.5076977590638265,1.4672390254855914,1.5614492639037545,1.5194091209393021,1.4382893076087768,1.439661037182594,1.4181359070389419,129.10209994690288,107.06691182359899,132.6334072758917,117.76145081676486,103.01648311966127,116.27298475385645,128.91910194526878,134.27719065543565,2.309633103247081,105.53767620892258
143,1.5581866861952214,1.5105399006722084,1.5089716425638364,1.6544419539758366,1.6134075911388972,1.2852158937652978,1.445830931732205,1.527881675294321,137.90267286318516,127.65563386742312,114.69035661750742,116.37871783778803,126.22354986375244,126.98807197940232,88.7852630365124,111.91493345169408,65.27982258375093,1.4802503141868706
144,1.5257792521214355,1.4453200432944142,1.478041858483416,1.4842379922250177,1.565419816608941,1.320241076422026,1.4518733475766166,1.6333238630513292,126.60231293217748,134.58591604892732,127.09021492238064,126.34990108625696,117.16300191097606,118.99619079863423,137.18529787699762,111.68276616413668,3.5740720741781917,119.95136764190107
145,1.4940992018268011,1.7696583292771164,1.5296030126613223,1.6562005538876032,1.4419434754614417,1.3600894927651812,1.455540588521114,1.4594427753594297,111.78029024440148,106.47061829158656,99.82861986873898,129.66354911724628,116.48345138787761,129.17606600080907,128.12431095786752,105.20068519797195,0.8883282304421891,25.325020919594756
146,1.5205055745676954,1.6599929316656319,1.4996223016128698,1.6583769342444514,1.6700858584364227,1.2968627630152398,1.48763771155034,1.3325027504525908,120.55664329771545,118.81783482070257,113.76121988625009,113.58477328555462,114.68403990056088,120.09686904267254,130.0957963208826,136.42150260850008,24.38144589688669,93.87975928497963
147,1.5880127622645186,1.6209243969418825,1.5489858752883148,1.6497282503421997,1.481011340256636,1.3588522994792673,1.4759034170187038,1.4308041728733192,125.57546256282595,121.01297020766653,119.5554085627159,116.52621738558437,120.70533858963849,139.42935979096782,93.11208234080671,152.7338393578402,65.85648362506801,32.696227086399716
149,1.4757952715235123,1.5688763595791804,1.508418395546339,1.575271542984471,1.6270047448024798,1.5159120111160114,1.4191193484357725,1.415100740639673,120.41278475514459,126.34854098507606,115.39010131483133,113.01245006705378,118.71480039801598,128.4737185612868,89.88293271814491,146.3467999868509,75.6591185757839,58.476704723488666
151,1.4860118471744557,1.820304036675861,1.628121129684605,1.5448931937337909,1.5189566310190612,1.5383893190218225,1.47495729508714,1.4361643273493065,127.58238526286685,99.21575893043963,107.71770000561057,112.37800140919093,114.77689174023081,85.0822238625074,144.15790197317028,122.58621338408963,153.00579150826238,2.34407566930719
152,1.4891786875991573,1.6933723293606133,1.5877363766498322,1.6039636603318446,1.7839204937357964,1.24323284796584,1.5553119821029675,1.4254984166818732,124.75240556422897,113.74084601495319,111.14735272812446,111.18436856066162,120.74241082360214,114.64367058008649,73.41404874892034,122.81076809592818,60.83087675514785,6.888815215121227
153,1.4888299972957049,1.5785567683397919,1.4646181065593817,1.6755195736006476,1.3943736086899379,1.397399963006684,1.6399973412679025,1.4373759519102542,138.08711317286046,122.3367687178618,127.54269759230351,107.43312834718385,113.06044947828144,120.59082117471213,129.87635092685417,111.02773420918606,119.37012737153671,4.036647868745089
155,1.5017037367140633,1.5987579320650231,1.573668910271628,1.520185648469321,1.6127884895390536,1.4801222987519884,1.3843630104460156,1.5109130305849525,127.01189850022595,112.84177321258586,110.56578537596776,119.21194140212015,111.45676388526215,124.58936966968196,102.86237054036411,106.18894718123349,28.67579644934895,117.26034135247444
156,1.5918324049101868,1.4584641389929107,1.5763773647956776,1.6720676376156114,1.6187960366820568,1.4586236517307594,1.502722404553942,1.3353710209480587,125.43142476700777,105.10019843906986,107.2610403709233,115.85640306082955,126.21473508814259,121.7908808970111,122.43043355343417,132.96747229836683,127.12797348337993,28.656734627010305
157,1.6769753363575728,1.4943527500392848,1.4961143599534579,1.5986963156390428,1.3794148958722092,1.3558610889516687,1.3957812728080707,1.370243738425866,116.28649961467188,122.80316200498093,109.26359179080023,121.02756733812909,125.43493827378894,130.8387269887066,116.89472529461884,144.2470847526689,40.8777101167656,132.26681785209612
160,1.5980947822854359,1.6015720281520855,1.5859936489532322,1.6330405211616281,1.7233302620285877,1.262016985579022,1.5173693266418686,1.3833434997641176,119.23562268675757,119.72264897313963,121.72480767489857,113.61093193456489,123.38845926520611,129.65576817070217,117.11034767748646,72.85101553915334,29.152538704216884,61.83598790848232
162,1.5240395306057184,1.4648222804013848,1.5395726207361993,1.6194170117682305,1.652343465864535,1.524887201350357,1.403319596453948,1.5459609783275987,119.11576315325624,119.48548010498237,120.11360375159533,112.05713522693061,120.5862741462614,111.67538519625333,125.96447520314224,128.74937287284163,133.4160065384153,28.078739138488537
163,1.5319993626397266,1.598594820816662,1.6643380913646075,1.6853636770332074,1.513888095243142,1.359262389220836,1.6001465955270495,1.3120431741357292,122.94433844321377,108.10660052319452,108.01306262977626,113.13140475631512,116.29395934189044,122.46672756192125,83.354244351533,113.7932814633568,74.21507258939486,5.919642102098555
166,1.7382882939725601,1.624917012741259,1.5271135225865815,1.7451634080795728,1.5150923554218312,1.3502955777667103,1.496776860193184,1.6821128018651759,121.26685092648073,114.2239831622458,128.38481357865788,109.89150318943214,111.87033689881338,124.41917060670528,114.13377701431874,126.02242413500768,2.5836830223521896,87.0965117526204
167,1.5287932920414273,1.4766890905972125,1.554296405932628,1.610967766362838,1.4803898305998522,1.5380588080339765,1.4204545245728757,1.5195031198878668,114.88861691460087,116.53626495874225,117.43540816483919,117.56438590583463,122.26259585406221,115.03783127564377,135.45362991982248,111.01173099061458,84.09718616438639,10.79626570180263
168,1.67229606740655,1.60856066025983,1.5516871916463337,1.5449639527340806,1.4607186901033458,1.4295958560566309,1.4505703766519813,1.6189662722381388,130.89342767451603,118.4301898692462,123.24256444206874,110.02468801229118,118.82480248126333,120.31184931049151,122.22417184801975,86.13845036656944,15.271303930473826,44.22711577273688
171,1.5601167967037808,1.5636392160515957,1.6702497358009354,1.586093580214164,1.5880412772307657,1.4427551330267505,1.2288749506586036,1.4074658353789464,113.53813752696809,120.83467694770304,112.3191808230136,126.50085472742121,116.21583409467013,140.1621638365486,101.12689116618463,131.682921311586,57.92728343211739,44.54057712317458
172,1.505224510506754,1.5895558255948858,1.5571539149296059,1.5434188046855708,1.4155003908622688,1.46175336805935,1.5578124708271113,1.3619029730791918,132.1586399333404,116.74105690542409,118.7845156815949,110.76744295732605,117.22111317631116,112.24649849377536,83.51730700136457,115.77294873451514,33.89283099899037,0.9153463655948255
174,1.5496167269532097,1.606786806226675,1.5373573779781466,1.5756796896800824,1.4939339744394609,1.4582408782610317,1.559653059526276,1.381626307024406,113.93190706350241,115.60190353313135,113.24561508690759,112.25486492764013,105.5153452983289,139.91045933902453,100.79997388571387,128.9334716640519,133.0475602036158,15.75684513642333
175,1.7838986860468031,1.5281581473207613,1.7508411408021929,1.4788047558988693,1.5508150750915695,1.3207440546171236,1.5107557597124637,1.2908684314865355,114.86829089274364,111.19826443858665,111.8599237710504,113.21485871201739,118.15573244860792,132.26700811318548,122.310315781963,137.46509395390757,21.90707875726644,124.29412143892763
176,1.7305005561009326,1.469883354299628,1.5416591170866116,1.4502154354677306,1.5478149082273778,1.3592357403838702,1.4806941529102944,1.526460521399364,119.44627672587424,120.27686431155357,114.55659677215498,117.84263833221316,122.87932783487749,122.75323961867173,122.3413080104791,147.69978766700365,36.66139338334938,123.89092192131898
177,1.491244888866865,1.6567507799430332,1.614452479895528,1.6441642091813347,1.6366332789625753,1.4200875367479673,1.4327308434056083,1.3974428421090508,126.78458403738237,108.62854915648657,112.16533469932482,122.4427145516309,110.5667946083137,121.81621291361964,130.28496505476906,95.5548517000375,18.138805178183723,120.11822281237308
178,1.4922949946624149,1.41748368903635,1.5448447399825553,1.6251758709595179,1.738378520671003,1.2900943654368315,1.4393618887811037,1.5119365835944203,114.72441188963772,114.31607150627838,112.69540115408743,109.0012194212364,94.48621802329451,122.50895658737508,122.73094624170406,137.47130419432338,18.49899950124806,118.38287911479722
179,1.5490565713996571,1.5110154250562942,1.651208645800386,1.6183870222203132,1.6797283134691932,1.3926942411368295,1.449880648450706,1.2477673042038513,131.49852333503392,102.75966963742697,114.8485236003702,110.61658232314194,117.19878052211827,120.94683188777186,83.00532662638331,123.17145937225013,58.994783015946446,3.1918794064741767
180,1.6218868563998996,1.5717241100940385,1.5605404041851532,1.4508879755477848,1.7173257204760535,1.4230261029455165,1.5049848712942095,1.3843976826852535,139.65045979784807,125.76787421472268,116.16656887939615,121.56366074364004,112.36152241707565,125.91935604568893,88.85403360619769,142.4778724186652,74.05047295876804,5.492408603459972
182,1.5688745157654553,1.4423736547864918,1.5092751992661644,1.596951182392447,1.600503718837221,1.4238678031302174,1.3205060493036394,1.3582092760059343,120.02456390389209,112.6518565951933,122.80473802598137,120.61824233787111,107.82463274022368,137.51842681353878,96.48238192189497,122.56943466872477,31.451220206366333,94.90004958594885
182,1.5482799982278885,1.7089642030496353,1.468670431371744,1.5447930545065578,1.5560161604191804,1.4103179732345792,1.494907882238747,1.3344229137344306,139.1682352082023,121.37850432032143,122.39477357972929,106.54763982559938,107.15828219447569,124.69711235361648,86.67903345697798,123.356169698369,21.482833283288354,7.833350823828786
183,1.5166810140178104,1.7120022566069133,1.5620739047911132,1.5725235843955794,1.5819095326187853,1.2623872252226165,1.503928902510783,1.319546968152081,110.22396586881274,105.61555568910276,123.95801666505079,127.88614762891237,113.84408264389187,141.8754274974161,118.51184552632837,121.32824013009233,4.3087249171060265,72.58952486055642
185,1.5618728382736118,1.4080835053732221,1.6794115463502737,1.7148812398718674,1.579279372125358,1.365706535337247,1.5236655621282202,1.239066983604754,125.13472732479076,117.64441135825417,125.83506639147447,105.07311824538706,105.49099489950599,119.9379711592898,121.1434255566436,114.69728609421858,40.17900524352239,21.24832846397555
186,1.5744240995721275,1.5224725643869348,1.5032600660794886,1.494449626917677,1.4577891296357954,1.5132280444622053,1.4499509634242247,1.3191026626291635,132.2200403544932,118.3625944604942,106.1252494562047,123.0671887648516,128.0347277409046,125.5326453808573,121.1694814851405,124.43096289837335,85.63377308064145,12.45803510395687
186,1.5649360642118617,1.6634257911378019,1.7258405520911033,1.5714188340344937,1.458639399468744,1.4906440751493915,1.5637295814847532,1.5001794343302841,110.8501161420794,111.62784027101594,114.22169544254692,118.45412945330906,107.8675898873714,137.55356276372117,100.79518749606706,130.36780046266063,131.78789854647914,31.833329080356094
188,1.526319469820976,1.6611600187458697,1.6754016241431746,1.613332228834663,1.4411753264504439,1.4883969179856888,1.466811885959117,1.4767273965342664,129.80487087804804,117.77044630230807,106.9341974286427,112.7592774928445,120.5819343735123,136.57376462659434,125.87108284141988,124.5879639652651,125.84216531693488,18.38394097799185
189,1.609423239747703,1.4615415886155507,1.6150491661821018,1.4782413547389375,1.4450376131728646,1.4221107727931634,1.5820645622533198,1.3830708243766858,131.73226093828825,113.07582981601412,114.9059855065063,106.69178299618001,120.55346029872977,104.22147560713074,75.18845639367596,112.60301122159797,51.57094806810191,4.358284593191034
190,1.5210494168526296,1.5170370275719791,1.5926077534463996,1.5330887606677768,1.4179269015898603,1.366599673264127,1.3422118667966814,1.3705066415563572,113.93035030811825,114.72896219325419,108.80852625652518,106.15908185982904,118.64378743554735,135.5940898281664,136.77742433606934,96.46891204646865,41.88288407457157,53.14823694845608
192,1.4314762678709283,1.5122815584107794,1.540560428506197,1.5277219361433594,1.560223832011742,1.4440760694498511,1.4581406165307347,1.3757870500224156,132.40218563365946,113.03503984763462,113.8845897967575,116.55842167342273,122.06258954744325,136.6778955022909,86.14296333879089,110.53608143850118,50.082772896456575,2.562171107908714
193,1.5404564956571327,1.5101651302804298,1.5224912594012974,1.6307791367004607,1.5281043600295154,1.3162508533949315,1.6165269408112017,1.2441494269109032,128.25924461832602,97.42572467498383,119.54098771650276,101.59780227511406,124.45021719624437,137.0729500639159,110.98808628913679,130.24693171974937,124.47590303523215,13.957810371240853
195,1.6361613824683172,1.6308430330846766,1.4559831280288962,1.554268000386264,1.476022374210036,1.590082777447182,1.406912778575395,1.3827586228536757,111.02164405568658,129.96416545748335,108.91685372175439,105.28942530236074,122.31628753187299,120.3664281758287,93.09745277114403,126.77251794775579,50.26890300412525,6.278482075111854
197,1.5538811794106422,1.492414171721259,1.5047879261310373,1.4907556889932374,1.670973461346754,1.4968847799183298,1.6380192038258492,1.5546486527046135,124.6040630619672,126.60546374924935,126.69726742261929,128.4834057436743,116.57034868990534,113.59766337138747,53.22927287617099,99.61377940117114,28.257950766928385,42.12304115502321
197,1.6100207343057404,1.4953107531939682,1.6154305165064964,1.6149002686693348,1.5930506655235313,1.5209548909756012,1.7605447403158418,1.392376613520921,128.299422294146,116.20310520594099,124.16322342034672,129.5222838866544,119.34381625246716,113.07916640960029,61.05532794765776,127.08377283480591,15.949725918933286,22.678209123386207
199,1.4867996840833215,1.5438659044229228,1.5583769484504502,1.5001339625397212,1.537527689254234,1.4004790742484565,1.525704110840029,1.3700325321755662,116.08938586620424,120.25588250490766,106.20384938993243,117.61521561498456,133.49035484730155,116.1531513691744,125.67841998971724,81.97879908457926,16.773382894875937,65.24401454630642
