TRAJ,C1-C2,C2-C3,C3-C4,C4-C5,C5-C6,C6-C7,C7-C8,C8-C1,C8-C1-C2,C1-C2-C3,C2-C3-C4,C3-C4-C5,C4-C5-C6,C5-C6-C7,C6-C7-C8,C7-C8-C1,dih H9-C6-C7-H10,dih H11-C8-C1-H12
76,1.4640162388459566,1.4265056827140188,1.5594154285290966,1.600800118344297,1.5120163028775016,1.3148245744534819,1.558169297177578,1.4575983604161662,115.09217916029047,118.02960649080154,110.27217000035724,117.95849044055525,117.95168070737688,139.51874482767704,130.70368832034347,89.32456217846025,26.76901023947095,44.080196230422
78,1.6524445296869272,1.5051785852144781,1.5086692046850538,1.7134491482185843,1.4518106553714032,1.3014322207054556,1.550884574465803,1.397576893173401,95.03362324335721,104.23720848612913,123.18376397126565,104.99746715106353,109.4472675751316,142.6084297310003,105.95287791753147,125.45618337191765,13.57786122392111,29.98736674927675
79,1.760163046138753,1.7421033698433435,1.6523818075611711,1.4858844907043953,1.429993053363842,1.359112710371258,1.442816093645658,1.324423842305829,135.62341600002242,123.26404216646017,110.46859211571268,108.46667235602271,114.04109074029027,131.23981490559152,96.4253115503831,125.93586464400603,141.43076917530936,23.876404339586315
80,1.3761341358265984,1.586773796008069,1.6090137869358698,1.4907450287029795,1.5304865405566344,1.3724223250525251,1.5300725181961017,1.466465365214694,120.78765006304083,124.13566259988364,112.13430640237839,105.87335436954518,118.20206892856643,110.10078417905169,135.61926371850478,73.73311937799639,15.785331695038495,68.87565012808095
81,1.573452846788629,1.5253521695360268,1.5549500259444715,1.394942402312173,1.4165424157692064,1.662752317391327,1.425995760212716,1.2917569902040604,124.28806737892863,112.578930852767,120.52519575502973,104.66422054079271,117.69717416818611,122.02013057546218,93.98843449695163,136.6833541150945,71.55247020991196,2.933187489155197
82,1.6869444370208226,1.544059428691457,1.5029254072601752,1.4658758806213972,1.550331837809135,2.2540211742272063,1.5841369450803815,1.3489362858671294,125.26476661245431,108.52908534616606,128.45789999907845,113.74305670511569,118.65015575575555,116.58899968201808,103.58471199002615,145.5769506898856,13.831204769940912,3.574063449494126
83,1.5849531622444177,1.6059840849241924,1.6838669074750134,1.6248594162610785,1.6013425519510687,1.5123090378197332,1.4334255831780012,1.2709849835194733,122.32610015048344,122.4983991459136,116.25982650934671,115.81652733210403,98.81855808252345,82.42735725717309,126.76187833096262,127.24794123286036,28.631562868786574,16.604853873416328
84,1.5367480416261634,1.5810267713590527,1.5836613555166863,1.5855398029030958,1.570152850222599,1.412804434878374,1.64215119573383,1.3451646451297137,137.08084628582486,101.08042700202138,127.50264973405856,120.82169685352241,104.57996349752861,162.75579206995158,121.31302290340228,133.65833968209586,124.46920416246596,9.827602590827189
85,1.7435033701831892,1.613690966370325,1.5893278089607794,1.4577444421169565,1.7309144879903255,1.4737972497185117,1.5021638408953686,1.270315203382075,131.77043493323816,118.24166859477032,111.55988769939277,113.70890143008634,114.89943374346089,121.69720180636402,145.1792780967114,94.15862333729339,7.0106389015509745,78.37839638271694
86,1.594933461963614,1.7107013929039883,1.5946135409450195,1.6107212183844624,1.50055345552005,1.2994096104475055,1.4565546743137872,1.4694764364181852,97.86643268391536,115.46787497619269,114.8587389564452,121.40942666887061,119.61454791468273,133.98654261173317,106.59688923230598,129.0982091078909,35.30444360881188,50.21830888318908
87,1.5345017173504094,1.433625098736612,1.6566230036256404,1.5582376915198735,1.6147078360525333,1.5692890510760826,1.6448661954931971,1.3178257188713773,133.80469610823667,140.4191072982737,115.19664862508066,118.31488583074989,108.85120018379111,107.7878770202544,84.25453710150927,132.2934614529814,17.949430839783872,13.767190098146896
88,1.5051039652375646,1.5982304805923606,1.5789074959538396,1.5365556925178165,1.6206117977044783,1.2509478123085844,1.6423702463745067,1.4318486534848653,128.46043414659786,109.33655582579506,109.64445229395963,115.44021600995484,122.32925688960825,135.2145916785005,128.2785658119063,96.2654497761673,6.5875407428184785,133.65011174884734
90,1.581956676995752,1.48071960867707,1.5521482241430569,1.6610602107040264,1.556926176419585,1.4558991432569395,1.4971196965923466,1.611166178978582,126.57086178965952,119.7947932370782,109.48674143493754,129.69519045259983,133.65397376787016,139.86803591882742,133.71642573578154,91.5689234640515,7.616769015933701,14.986201711275093
91,1.3896684958762628,1.6254712985367403,1.583622942929913,1.3928541834250399,1.466966484159717,1.5059555832817038,1.5208701217326608,1.371212467470473,128.38032968062436,114.46113646507735,117.12505315028008,113.41714791252464,114.77140113167926,121.11087817966609,94.94007643035116,142.33926041638685,53.539566889685595,33.0771311107088
92,1.5798564445424688,1.6919432606745297,1.4688226878118393,1.4730458411864855,1.5042400996234462,1.4315326550295577,1.4917313646728216,1.5242969845312593,138.36982585146438,111.50364401252152,122.00982441551983,115.63661992843856,115.4387765915165,114.76429653072626,120.46912228421498,91.17859117520713,36.9522862391477,65.97961183768932
93,1.7462380995434603,1.413609247225294,1.6277526762601278,1.4165160033706188,1.4919599104771577,1.3575336750547677,1.4442459055853245,1.4298788517505956,132.51896765739735,121.94037011314443,112.73376040770329,111.13799768977434,109.98450290719175,128.0691520053208,119.5967039494307,145.77099039266434,18.148010636682553,118.3945869139773
94,1.4598106318162216,1.585685393418871,1.5690948438192724,1.4749649861901017,1.4965300030112687,1.5012092516769306,1.6461084122395604,1.413151378201392,126.34424283251148,115.4472109520692,117.45835194710973,113.84623273071243,120.29943074149492,125.92218646781524,118.03171976822648,65.49269842133394,2.8478475868580793,21.36610458221053
95,1.5568997316921904,1.4469317505002688,1.4388094030341652,1.7237010398388686,1.5178040055205397,1.3866630896313605,1.632801960468392,1.4781402894651945,129.8623721957822,112.87517629283873,117.68407569237904,105.41972305708423,120.71612782157383,118.21210198119633,93.00545755753619,129.1249866501982,56.937521308899555,30.930956169115365
96,1.544611340217815,1.534287200579466,1.4739672689174204,1.6313524437635836,1.638244014757423,1.4653310350707842,1.3706858111638,1.375708571016567,130.03248212527643,117.88193573524302,113.04804929172472,115.57667302960958,109.28870045899698,118.19901534608692,125.69186992501561,132.06621016800395,108.98241479217693,10.581357596396801
97,1.4425819670034774,1.498356504333562,1.6559082485701468,1.5556899628872618,1.6512701630854099,1.4693929964500478,1.4828245280854035,1.446584159113189,127.38029794061718,115.35868856407532,120.22111043698044,115.1419820044252,122.87826490399893,119.83680389168634,145.48572487852073,120.9085542005298,109.41077846780414,3.250385801016365
100,1.6208226881674463,1.6853682238951297,1.440211334443758,1.4849229741891647,1.4431742697230627,1.4357924389831305,1.7014377536256236,1.4024458131470892,130.36564605588305,123.53949208804505,111.69716510967852,113.29922851016542,118.22055352718426,125.42556031090335,112.94759311747642,77.60450614483204,28.85803574311908,44.652306947521375
101,1.5381613996691517,1.5828386869162818,1.5033880368277133,1.5880024220089795,1.5841905155184681,1.462848015016556,1.2687645209228358,1.4487780483685477,123.16414733785952,117.05882777304093,111.22210838971866,117.23699336168721,137.2694209748115,130.22173248814056,96.98757829668449,114.39467566096681,26.09153005823075,17.88705184926303
102,1.731983403780114,1.6011120699980756,1.5996347191835898,1.6274823017407307,1.6493025832719488,1.3190969899958729,1.422510214270219,1.4546823896880992,100.45162644438247,106.49120793031778,119.40448692761238,117.51893408651844,132.18211821140468,133.19945042816494,124.77700502068103,131.9508174813834,27.52385100677951,54.74442252424604
103,1.3269788672701925,1.580200162324007,1.5463830456641834,1.5596451737941146,1.6854279794534426,1.5593680782618682,1.4244843356691153,1.5685187275270323,123.43030521542181,103.61226698831967,109.27543270906791,120.57359373831272,116.54978379092002,116.59146294393821,139.68897600744447,122.90763993999511,119.066197228481,3.1354262008341487
110,1.4829976611584046,1.4899888561468915,1.6412432080873864,1.6051443238662537,1.5036982394200218,1.326003631741702,1.5397699494953625,1.4375765946824648,122.50502723502734,115.31308901100284,121.55691291904293,116.42601376220959,115.07567787209396,121.90201120856544,135.57861399300734,109.40084226176309,20.40992405031429,109.26532956770774
112,1.6420398487233634,1.6080455373988973,1.61626665630842,1.5155467409389813,1.5892831604744946,1.4118514118162664,1.552640161385972,1.4291323896735004,129.54977536711476,116.50234509118128,120.77073083712251,111.1971085315732,112.02556867618651,144.33030440773845,115.65278564389426,130.64458944326523,8.043152545903528,109.22912072841967
113,1.7869274207498247,1.5627131103978384,1.4874697406758746,1.4665272851090803,1.6229434419041076,1.6374486395860939,1.5334632066499794,1.2997206795039038,122.05578992019625,116.83251738409906,113.73284514477213,128.0702606796619,97.81364096310413,118.29748401354473,104.72666432772772,123.6882496423959,37.3036989193898,29.112567823955487
114,1.6754685344280607,1.6083677079573602,1.5247417564533463,1.4810369918748678,1.8203406329002305,1.34190283704311,1.436049564757225,1.3505686718450407,119.29216421443383,118.89731656324682,116.31839426589652,116.44523217293587,114.65843669118716,118.10995437469504,95.0295621045229,121.68417861676886,36.67959901060066,10.214205886606734
116,1.534567024294166,1.4485059164381067,1.6720605093446588,1.7104372232049787,1.5258365914981478,1.4883331076097377,1.4916284247349874,1.4785630462522508,124.69014457332275,106.44364198727673,109.74309820344268,124.40684345719474,119.23963628269212,135.39589467155045,145.5566638096508,88.56796697518823,5.161112176138497,40.97588891850057
117,1.5037767566971278,1.49792066370785,1.5532589893830984,1.5804919203563719,1.4643579872892194,1.356163408358804,1.4585639627952587,1.3688992702847305,130.92729736549813,116.69480803755685,107.81168292934042,125.9413062501355,109.74450304249746,120.24582354167173,130.07946965409587,135.48179068779274,8.903228208644213,131.5690085346781
118,1.485396779880371,1.4576443388597367,1.4233828176050525,1.5422920884116431,1.6819200461849446,1.3820663712924275,1.4687303793971591,1.7884156649898262,101.3436483213002,118.01977153737982,104.44534273550165,117.30651045565214,128.83088852738354,141.3604099049404,131.1747986282421,97.38607007697317,8.634878510160451,96.0603255642389
120,1.5133567859976405,1.6876771918096758,1.5925023651655887,1.7170426968563177,1.7468217276737081,1.5815612978791147,1.5452288613834815,1.4118304447381627,129.87793408319848,111.64569391553677,124.11681647348229,110.71693575018723,120.71233312454399,123.81618053155606,109.12496454107229,124.82865810768044,81.63927552254229,5.487004112645849
121,1.5640681993972552,1.5304397502823157,1.5266386755166852,1.5890605745354986,1.6459327448774514,1.5241055406308264,1.5033088767280582,1.4119408397424535,122.89926251007586,110.60366771961328,107.94947590609831,126.70075112617359,118.4053214576092,122.69838224936134,80.53774120015557,112.3824660837583,78.22675534487763,26.77000511668947
123,1.525063301699124,1.597057267043084,1.531528255897728,1.5350386859120626,1.4220524379693227,1.3539584724062568,1.5822256410827864,1.5342124480907817,113.5529876059217,121.27608153079306,115.67408549902729,118.8906752158831,103.37573671774868,127.80557699181544,125.95170422506972,130.54314693718635,12.800677605258896,112.51303935531261
124,1.7902642524239303,1.4327664490946699,1.5795484466941236,1.7624846094641253,1.539262453694197,1.454502829269626,1.568919730180682,1.4680400767572028,111.12821374676673,128.13142196086093,120.24131233131784,100.63891056012726,131.21528085990056,127.56844911745968,131.2894505673928,95.12832646483065,11.13115388787162,55.09661889344741
125,1.5026384373389696,1.589485316191123,1.5592991478963067,1.6373240131029774,1.5266294370518192,1.2907876332691737,1.6937355562298944,1.43655253617273,146.22854070523118,113.09183478438177,112.32325645242004,119.43817476917697,106.86805167048402,136.41600190422525,104.25768373806726,130.16351402158458,16.573355122063077,118.4463141195658
127,1.5986369084258887,1.4640076163680151,1.4962420694420218,1.5450788890091378,1.552489064998201,1.438291177780909,1.5519907167707272,1.7119274036122516,114.45708545907776,120.52537715630477,110.32298696588106,113.60456841216741,131.07384456234345,136.24589102120575,140.91929121035446,84.47690344107616,11.801613760794133,66.80100056824435
