TRAJ,C1-C2,C2-C3,C3-C4,C4-C5,C5-C6,C6-C7,C7-C8,C8-C1,C6-H9,C7-H10,C8-H11,C1-H12,C5-H13,C5-H14,C4-H15,C4-H16,C3-H17,C3-H20,C2-H18,C2-H19
49,1.498310669452031,1.5472130710060625,1.5720683138590115,1.6496632375559368,1.4682037564529955,1.3124342402845333,1.458995128623076,1.2438635768312154,1.066508406953061,1.1699212595699526,1.069667116287356,1.1207886576199513,1.337437572875837,1.1189518259186453,1.2314490920345016,1.0099962321225482,0.943793808688599,1.0036219821821004,1.0031353100518092,1.4634718680119183
50,1.5434412242090227,1.7000585130620687,1.5277669064900046,1.4811085678717477,1.4404736845854915,1.4609690671090172,1.4400016485239702,1.2374842208581267,1.0279241042969027,1.3781252553295045,0.8369593839620004,0.9889407581846785,0.9420806155736234,1.0847943354888765,1.2022991614210463,0.9912787771840642,1.3407340237743333,1.1570989234894784,1.123521249731512,0.8588077520234647
51,1.4594580591283564,1.5049748109504628,1.5966705757879154,1.5621270611423856,1.6208634328847094,1.1173977650016478,1.5050741830543466,1.335893893588622,1.0044554230163636,1.06560802489373,1.3491071530649563,1.304274263555992,1.0268061809666422,1.0189264197248213,1.359492038517239,1.2626075201858669,1.0242146113728545,1.1958172821348918,0.9770419185244706,1.4159105705649941
52,1.618964860957031,1.5945807658880808,1.4876066937695347,1.4650143823387896,1.4784630082168708,1.4111873250172846,1.4408791925382005,1.3845611560281927,1.0572406962463547,0.9981214666199326,1.0578592349162816,1.1712146914568653,1.0151506397799823,1.4475711537960523,0.9024020843659619,1.0406314779241363,0.912674147043603,1.1530070043066916,1.180262904308971,0.827872745176524
53,1.588538694880229,1.537859417607407,1.5685798455605702,1.4184349261994038,1.577335148948209,1.4106710206647923,1.3565107374934287,1.3303720152214633,0.96761041625126,0.9822525133524701,0.9976252762371308,1.0224447671251045,1.4016993238750703,1.2712194160543442,0.9991146106237389,0.9882565849099106,1.0732722905608927,0.896383458335796,1.1645383374145062,0.8818240632630308
54,1.5830908933938295,1.5552857349880576,1.5302278420794921,1.6153898958736377,1.4455204774469232,1.2668354957903747,1.5448108082230267,1.3038169364073902,1.037069521062478,1.0013161038498912,1.2555345137038134,1.2079412130548932,1.0700238668798698,1.0671133245410847,1.0568357360458913,1.1293217793230204,0.9200022089075308,1.1510612293514593,1.1701772810389517,0.9323893061657288
55,1.507000722902335,1.4475903043676492,1.5210313023923128,1.56925691042017,1.4685338054734947,1.4068750742825802,1.5310337790723376,1.3797413510984002,1.0426360337715588,1.023189574819674,1.2899517356188632,1.2449793202433626,1.2705174139507065,1.1648108557304298,1.22474011975836,1.241890984732061,0.7207798245925928,1.1794452995643225,0.9733676641677067,1.0873128762792161
56,1.5007174094688134,1.5271638865405537,1.5026342997646116,1.331277249743408,1.566260047422197,1.2634011122768332,1.4841892790022897,1.399695824450094,1.123056964927247,1.0550084579441101,1.123801424787829,1.257023282500517,1.0351982628312328,1.3842021505054365,0.9836776148934567,0.9380422902346564,1.1142425631454793,0.9670481886948826,1.0230276818665722,1.1234281662146421
57,1.5131994709891308,1.6385929925512632,1.5637195063666427,1.6267698557664585,1.5301931020210349,1.2986106243251372,1.4754175686415538,1.2900008977881168,1.1672593495427956,0.9059172930492155,0.8838806738749274,1.2084292383814044,1.0379471828701206,1.0832892743956681,1.183531822415847,1.2188668189368277,1.1209920676346736,1.1217706688619162,1.1736475897931204,1.0559448966060723
58,1.4256253404220702,1.5439032704197688,1.5299242823165051,1.6670702491293972,1.4968285304960187,1.2646261615757886,1.3506395292132687,1.335632633213043,0.979190253361049,1.0986076674962049,0.9889438827863473,1.2278057519055787,1.1860511402654055,1.16719286823315,1.322970263728404,1.2847903699065244,1.325658455162785,1.270634206669694,1.0011198587517034,1.1993678157717735
59,1.5039342835408276,1.6262684343466718,1.4624125769444776,1.414694141913547,1.6041951204143998,1.1866282297743898,1.5563898747046907,1.2954941754130413,1.1190221069820554,1.4071946018409596,1.117806242467568,1.0137327145863169,1.2034971933092158,0.979820323870902,1.3707996214493572,1.3081569251821805,1.2170460807556704,1.1789578164654866,0.8765707268549119,1.1228207531886254
60,1.391025880545463,1.5488131913546679,1.666297389004775,1.463326374827829,1.6043806935777516,1.4090855331306678,1.4409438794364415,1.3272552244125062,1.0896823990352855,1.0907692849411879,1.1346120900089982,1.0792953412770354,1.2507993439211436,1.186778719558376,1.32652065987957,0.9831191661623666,1.048246097066351,1.1999223976127793,1.0572635831770314,1.0029980758571324
61,1.632674807662529,1.4901655379647485,1.635427040203997,1.553537274057732,1.6060804079733484,1.4076148378080642,1.4741752006159905,1.3754126421664876,1.0934325026305072,1.0979136085955115,0.9942850317794062,0.6119751660496471,1.3404087665184214,1.4505438203393763,1.0834838897584116,0.8855657761096694,0.7022882282252045,0.9309043240372005,1.0311538284771289,0.8907874341463963
62,1.6263591352298037,1.5013796876732908,1.5578620476137868,1.5398783193564862,1.514024756870996,1.2454036148312186,1.4252392559965605,1.231821265318293,1.1155991661505358,0.9634477321814329,0.9773797949992825,1.0048109632658202,1.2192525257364257,1.1661293952846365,1.1878330642668404,1.260344072137548,1.173898302217081,1.1180054107862265,1.1133941660505757,1.0005612232885976
63,1.5602491196845447,1.615938339896423,1.3970245440947746,1.602061665673476,1.4958121107811735,1.309045399435153,1.4897280845602188,1.3952122502469233,1.229662620974328,0.8892254888458399,1.2770090341268785,1.1488377099066291,1.1802730471865468,0.9416640550041915,0.9428203289619342,0.7382483457435647,1.308384935307379,1.2675384874764661,1.0664701244295596,1.1137083014175488
64,1.3608416456055261,1.5891850009619837,1.512786268057265,1.474083270669321,1.4621368039379645,1.2793755677231733,1.3930107766896096,1.345295481515165,0.9854134470146654,1.480529398479163,1.093955694654526,0.9907016130836545,1.2871371006830465,1.2718763419003598,1.4524698217972483,0.966579034160163,1.5548985403601345,1.1580781360722094,1.2292689604137157,0.8751437779628494
65,1.5110334494291107,1.5097194379844807,1.6066143961952786,1.4797580544413436,1.660582659079972,1.2885318372193808,1.4454612727359006,1.431176839833177,1.0197535245106455,1.207969931522231,1.1141622994449176,1.0830923152544654,1.001703793223351,1.4800630259720646,1.2443524075239114,1.398738359458733,0.9673904079100749,1.1021449213853487,1.0782828849610546,1.1690939051093039
66,1.4972231356411307,1.4315894613069602,1.6095965733336977,1.6275253215540912,1.4897316128565792,1.3394085709761114,1.448863000863565,1.3598043909470003,1.2780769038153588,1.0329584016268942,0.9548139585646576,1.1720933085124299,1.253143221276668,1.3233881121061333,1.1241065068143237,1.3083704437192238,1.2780376368646997,1.1576977409983489,1.0040769857969298,1.2637145552949443
67,1.5379637110733555,1.4830587746013728,1.629363358202641,1.5162849152123907,1.5341009270446486,1.2188509348439882,1.5297022795755184,1.4000533913433177,1.071046466792479,1.1311068141157423,1.1362329791781796,1.1069854382819908,1.1978913135386307,1.407465794883294,1.1666573435797944,1.2057841078152718,0.8681168529615735,1.0415705650927907,0.9823873161766699,1.1172361338937746
68,1.5713969100440857,1.4818922605035558,1.5406477547276178,1.6919145174650476,1.3969702447909491,1.427040704244144,1.3901697824776267,1.3207323876087909,1.1631381079019396,1.174817106551888,1.0702678155720295,1.0661731254718516,0.9899914451059555,0.9505732590636665,1.033308831881743,1.1500369769006773,1.123921294227248,1.0251420982550898,1.0753985516713236,1.044702808607938
69,1.6144135847340513,1.4984070190707364,1.4755420381444768,1.5533235775375602,1.4778086184197767,1.332708445343006,1.5336447402762976,1.3484992249597254,1.0395760085036436,1.247257651787459,0.9350110692143409,1.3695234300993324,1.154900098849684,1.1169623512395501,1.2154841286189932,1.3937845665058888,1.160442393963777,1.0887219429166226,1.0058449256277044,1.1883050827335144
70,1.6647447992394184,1.519295476811402,1.5609196620895431,1.4326811874006993,1.5179413524546288,1.3322346243365895,1.5183621206273765,1.3457371276620615,1.0641868300146242,0.829211081469421,1.0896932247470326,1.1734910504347065,1.1185921252936373,1.1827632672860138,0.9434112716138362,1.0916496384667276,1.1238125387980307,1.0919646924515185,1.210714980330772,1.0544804648638628
71,1.6432290485892165,1.480148617708591,1.5000938328349296,1.5196187211100571,1.484505152086546,1.3866414575858799,1.4888763901085622,1.3878531712471693,1.069321260552414,1.1188124045145593,1.2320715115664618,1.146835637883102,1.0983507206022642,1.1795695962522934,0.8613158439720248,1.0755257218933576,1.0411929340282007,1.1687525643610548,0.974945068640946,1.1447038869049344
72,1.425609956760145,1.6221307278382813,1.6280429864245285,1.6792999049375898,1.4507066635312087,1.362877109268554,1.3909010360079874,1.2911209353681814,0.9524293394104131,0.9149886660556084,0.9607813279072782,0.9621629401247783,0.9988406300300031,1.0787112462741129,1.2015660719141514,1.1232173366227902,1.2195507412861564,1.1284749653955555,1.039716810587135,1.4309812456025035
73,1.4448965052623155,1.3713545753203793,1.5867558510142008,1.412390896874729,1.6180819817745986,1.1951960042330814,1.44458317217196,1.4504382902831328,0.9236286039370711,1.083584350163504,1.146752447453401,0.9945628362298413,1.2286591779249314,1.2821852400168765,1.0522457665774962,0.9427235654150145,1.010423805423611,1.2639098109517246,0.9701899107176197,1.162146949668402
74,1.396681282833988,1.509618878019328,1.707377493543837,1.7375988694571232,1.484576352029776,1.2639610840865676,1.3852486253383198,1.2675628427522858,1.0339288719303164,1.0845505093700814,1.0230990077882436,1.060435043746557,1.1315995279771802,0.8364227940484726,1.0514200736516996,1.0960495080518424,1.1061450620538553,1.1896338646156226,1.1128196423214387,1.0311455796096733
75,1.4469176201936318,1.4669788213899746,1.5909810464281409,1.5339338306537385,1.6381551041316402,1.3489363849983658,1.4251002175141634,1.4148825849565008,1.0344064573433196,1.0049377962623187,0.9527673579721894,0.902919394395183,1.0542408682824507,1.1183969465693882,1.1223856614796774,1.13236562426774,1.2491290068075984,1.2033170392797432,1.135153095566232,0.9680718823678158
76,1.4928276785798573,1.599025774847052,1.6180358483264121,1.522246665884073,1.5332084977631313,1.448788340713499,1.3875432606797025,1.3594175335596161,1.086270827980325,1.2172324874347755,1.1684538928745654,1.016830101231013,1.0602152354974492,0.9464395659236761,1.1298001695355253,1.1487748402087887,1.1266008693093308,1.1369035453992051,0.9571307435456841,1.2512441298425154
