TRAJ,C1-C2,C2-C3,C3-C4,C4-C5,C5-C6,C6-C7,C7-C8,C8-C1,C6-H9,C7-H10,C8-H11,C1-H12,C5-H13,C5-H14,C4-H15,C4-H16,C3-H17,C3-H20,C2-H18,C2-H19,C8-C1-C2,C1-C2-C3,C2-C3-C4,C3-C4-C5,C4-C5-C6,C5-C6-C7,C6-C7-C8,C7-C8-C1,dih H9-C6-C7-H10,dih H11-C8-C1-H12
78,1.6524445296869272,1.5051785852144781,1.5086692046850538,1.7134491482185843,1.4518106553714032,1.3014322207054556,1.550884574465803,1.397576893173401,1.1584326364811985,1.0686482964025878,1.1611256478111738,1.0064595454064216,1.1761683864717474,1.0158736204602514,1.108388986715854,1.1315293283936063,1.1341551137184493,1.0428294553596884,1.2150879003516184,1.0636271837667162,95.03362324335721,104.23720848612913,123.18376397126565,104.99746715106353,109.4472675751316,142.6084297310003,105.95287791753147,125.45618337191765,13.57786122392111,29.98736674927675
79,1.760163046138753,1.7421033698433435,1.6523818075611711,1.4858844907043953,1.429993053363842,1.359112710371258,1.442816093645658,1.324423842305829,1.0162575892422485,1.0406718118144338,1.1242014217840268,1.352477976201537,1.5487575720988276,1.034020439298072,1.0830079732250795,1.729895785975564,1.047335335447214,1.1874533190838663,1.125293777295866,1.1670414029378418,135.62341600002242,123.26404216646017,110.46859211571268,108.46667235602271,114.04109074029027,131.23981490559152,96.4253115503831,125.93586464400603,141.43076917530936,23.876404339586315
80,1.3761341358265984,1.586773796008069,1.6090137869358698,1.4907450287029795,1.5304865405566344,1.3724223250525251,1.5300725181961017,1.466465365214694,1.1050574760406586,1.1351068264064075,1.224053209645088,1.0224860566983536,1.1947770083618148,1.0667814111220013,1.1134658981151326,1.1598008446787926,1.3207881977573723,1.2121237841186911,1.1043519418610617,1.2435244603742492,120.78765006304083,124.13566259988364,112.13430640237839,105.87335436954518,118.20206892856643,110.10078417905169,135.61926371850478,73.73311937799639,15.785331695038495,68.87565012808095
81,1.573452846788629,1.5253521695360268,1.5549500259444715,1.394942402312173,1.4165424157692064,1.662752317391327,1.425995760212716,1.2917569902040604,1.2340227685311542,1.3169627504603807,1.1242750439905,0.9469424622150621,1.1275072848350025,1.0755466434899457,1.1290171104166487,1.0926357371404274,1.0034680838430197,1.1796039628352557,1.1836730452518716,1.123756711244769,124.28806737892863,112.578930852767,120.52519575502973,104.66422054079271,117.69717416818611,122.02013057546218,93.98843449695163,136.6833541150945,71.55247020991196,2.933187489155197
82,1.6869444370208226,1.544059428691457,1.5029254072601752,1.4658758806213972,1.550331837809135,2.2540211742272063,1.5841369450803815,1.3489362858671294,1.0558633413112786,1.0753957952281479,1.2180281267250619,1.1318143384128898,1.3467050940481873,1.0564782100698427,1.207707459941272,1.3303672074319663,1.0778196199591237,1.1402148623742898,1.0310300291537282,1.206878160512385,125.26476661245431,108.52908534616606,128.45789999907845,113.74305670511569,118.65015575575555,116.58899968201808,103.58471199002615,145.5769506898856,13.831204769940912,3.574063449494126
83,1.5849531622444177,1.6059840849241924,1.6838669074750134,1.6248594162610785,1.6013425519510687,1.5123090378197332,1.4334255831780012,1.2709849835194733,1.2331733711922945,1.215004005414524,1.0841365154405622,1.0594996040600364,0.953106279370225,1.2435000850288125,1.2736736125208734,1.2163802993146824,1.2070215683853434,1.066317090994858,1.1771630693680177,1.1915006091012363,122.32610015048344,122.4983991459136,116.25982650934671,115.81652733210403,98.81855808252345,82.42735725717309,126.76187833096262,127.24794123286036,28.631562868786574,16.604853873416328
84,1.5367480416261634,1.5810267713590527,1.5836613555166863,1.5855398029030958,1.570152850222599,1.412804434878374,1.64215119573383,1.3451646451297137,2.705815169769365,1.0677648750629287,1.2613244143054212,1.1474562497581937,1.034689262646872,0.9985558756674892,1.1064935062575922,1.1339601825411378,1.1123269889443745,0.9617539450150139,1.1484500714127164,1.107175320991753,137.08084628582486,101.08042700202138,127.50264973405856,120.82169685352241,104.57996349752861,162.75579206995158,121.31302290340228,133.65833968209586,124.46920416246596,9.827602590827189
85,1.7435033701831892,1.613690966370325,1.5893278089607794,1.4577444421169565,1.7309144879903255,1.4737972497185117,1.5021638408953686,1.270315203382075,1.251466112523428,1.1276635302881743,1.1264323952284014,1.3692296650899596,1.0858477128125616,1.064474684966795,1.0221362822186932,1.345038530609828,1.1369925914748615,1.0239133585199636,1.0545117897932135,0.9872780441589738,131.77043493323816,118.24166859477032,111.55988769939277,113.70890143008634,114.89943374346089,121.69720180636402,145.1792780967114,94.15862333729339,7.0106389015509745,78.37839638271694
86,1.594933461963614,1.7107013929039883,1.5946135409450195,1.6107212183844624,1.50055345552005,1.2994096104475055,1.4565546743137872,1.4694764364181852,1.0648274386096959,1.0365756944848652,1.2065001836989686,1.0277076536331637,1.1463703283873843,1.0349171049961918,1.048879177134044,1.0800964037965914,1.03947404712853,1.0626129844977463,1.1243897458014327,1.2958920949660966,97.86643268391536,115.46787497619269,114.8587389564452,121.40942666887061,119.61454791468273,133.98654261173317,106.59688923230598,129.0982091078909,35.30444360881188,50.21830888318908
87,1.5345017173504094,1.433625098736612,1.6566230036256404,1.5582376915198735,1.6147078360525333,1.5692890510760826,1.6448661954931971,1.3178257188713773,1.1061955679101159,1.6105952534772898,1.021674372443607,1.1710479002163157,0.9577234398649092,1.1185713065478329,1.3745312549101292,1.180808670517947,1.298593761062708,1.2149751388149441,1.057322443898752,1.11842139583546,133.80469610823667,140.4191072982737,115.19664862508066,118.31488583074989,108.85120018379111,107.7878770202544,84.25453710150927,132.2934614529814,17.949430839783872,13.767190098146896
88,1.5051039652375646,1.5982304805923606,1.5789074959538396,1.5365556925178165,1.6206117977044783,1.2509478123085844,1.6423702463745067,1.4318486534848653,1.147733022661379,1.150346956018158,1.1977578128841846,1.136507943131244,1.030828578399993,1.1509377289766676,1.1354732099213747,1.1335964661876736,1.0897505749350618,1.1001592899047519,1.0695818021455006,1.0532805349900338,128.46043414659786,109.33655582579506,109.64445229395963,115.44021600995484,122.32925688960825,135.2145916785005,128.2785658119063,96.2654497761673,6.5875407428184785,133.65011174884734
90,1.581956676995752,1.48071960867707,1.5521482241430569,1.6610602107040264,1.556926176419585,1.4558991432569395,1.4971196965923466,1.611166178978582,0.9633404716616227,1.198782998524455,1.1662214228070373,1.1877317152963118,1.038169578104994,1.043956458533319,1.162630105712268,1.2904609961861069,1.2247101393967883,1.1827285357336568,1.068476867930649,1.1510439437873647,126.57086178965952,119.7947932370782,109.48674143493754,129.69519045259983,133.65397376787016,139.86803591882742,133.71642573578154,91.5689234640515,7.616769015933701,14.986201711275093
91,1.3896684958762628,1.6254712985367403,1.583622942929913,1.3928541834250399,1.466966484159717,1.5059555832817038,1.5208701217326608,1.371212467470473,1.1239630929362459,1.140752389084319,1.2440953768967788,1.024470116404562,1.2983361612259496,1.104082595318477,1.0017045615284539,1.0885285903374267,1.0237700584430265,1.1100381179264365,1.0426258168310472,1.1119492843643888,128.38032968062436,114.46113646507735,117.12505315028008,113.41714791252464,114.77140113167926,121.11087817966609,94.94007643035116,142.33926041638685,53.539566889685595,33.0771311107088
92,1.5798564445424688,1.6919432606745297,1.4688226878118393,1.4730458411864855,1.5042400996234462,1.4315326550295577,1.4917313646728216,1.5242969845312593,0.99659151238046,1.3827712048425531,1.0557192985612678,1.0176522137810424,1.2254844534959124,1.1758765431155078,1.0430442990213729,1.1081901034706256,1.1134666348149398,0.994156886091502,1.1831482508442492,1.0629066896011683,138.36982585146438,111.50364401252152,122.00982441551983,115.63661992843856,115.4387765915165,114.76429653072626,120.46912228421498,91.17859117520713,36.9522862391477,65.97961183768932
93,1.7462380995434603,1.413609247225294,1.6277526762601278,1.4165160033706188,1.4919599104771577,1.3575336750547677,1.4442459055853245,1.4298788517505956,1.1064895507102348,1.1615621923929862,0.9909541424266377,1.3002722801460174,1.1063399985411588,1.0834819697205313,1.1170698160918395,1.1282535537851401,1.1826519325864855,1.1052809136005761,1.095995512608005,1.2206785379066716,132.51896765739735,121.94037011314443,112.73376040770329,111.13799768977434,109.98450290719175,128.0691520053208,119.5967039494307,145.77099039266434,18.148010636682553,118.3945869139773
94,1.4598106318162216,1.585685393418871,1.5690948438192724,1.4749649861901017,1.4965300030112687,1.5012092516769306,1.6461084122395604,1.413151378201392,1.1665774866626348,1.1204452121356603,1.1995329023448342,1.0843277713698105,1.1114326991658672,1.2122406866689197,1.0678187908651955,1.2020827505219243,1.147016323402259,1.0793569864781376,1.2343749062347236,1.0950361137689142,126.34424283251148,115.4472109520692,117.45835194710973,113.84623273071243,120.29943074149492,125.92218646781524,118.03171976822648,65.49269842133394,2.8478475868580793,21.36610458221053
95,1.5568997316921904,1.4469317505002688,1.4388094030341652,1.7237010398388686,1.5178040055205397,1.3866630896313605,1.632801960468392,1.4781402894651945,1.1120496336704802,1.2824350353430778,1.2127249951241874,0.9121023710857022,1.1171847030112478,0.9499464161954438,1.0493683624169983,1.23357643054864,1.164283606614825,1.0803884703225304,1.0726527332706495,1.2849060776883523,129.8623721957822,112.87517629283873,117.68407569237904,105.41972305708423,120.71612782157383,118.21210198119633,93.00545755753619,129.1249866501982,56.937521308899555,30.930956169115365
96,1.544611340217815,1.534287200579466,1.4739672689174204,1.6313524437635836,1.638244014757423,1.4653310350707842,1.3706858111638,1.375708571016567,1.3033806472394485,1.2515962482118124,1.0897890266415533,1.2084020280041656,1.1522098584681486,1.1025836601577996,1.3248845734107455,1.2142174470348504,0.9929485423464511,1.1420899314014001,1.0253172676051383,1.2947841958234036,130.03248212527643,117.88193573524302,113.04804929172472,115.57667302960958,109.28870045899698,118.19901534608692,125.69186992501561,132.06621016800395,108.98241479217693,10.581357596396801
97,1.4425819670034774,1.498356504333562,1.6559082485701468,1.5556899628872618,1.6512701630854099,1.4693929964500478,1.4828245280854035,1.446584159113189,1.0246137272126528,1.045397340212161,1.1479856772378416,1.043002021076613,1.0630740000305092,1.109137110550905,1.1984576423972098,1.038942712211701,1.2297964958047367,1.0874667288540805,1.0974902739726988,1.187753606636543,127.38029794061718,115.35868856407532,120.22111043698044,115.1419820044252,122.87826490399893,119.83680389168634,145.48572487852073,120.9085542005298,109.41077846780414,3.250385801016365
100,1.6208226881674463,1.6853682238951297,1.440211334443758,1.4849229741891647,1.4431742697230627,1.4357924389831305,1.7014377536256236,1.4024458131470892,1.1570326988869855,1.009666813664889,1.1023035009381983,1.0389800794566941,1.3320440271709488,1.1815742815182262,1.1970107497592501,1.1393579016510704,0.9777446744655747,1.2243399972263453,1.1814078971006061,1.083017649598638,130.36564605588305,123.53949208804505,111.69716510967852,113.29922851016542,118.22055352718426,125.42556031090335,112.94759311747642,77.60450614483204,28.85803574311908,44.652306947521375
101,1.5381613996691517,1.5828386869162818,1.5033880368277133,1.5880024220089795,1.5841905155184681,1.462848015016556,1.2687645209228358,1.4487780483685477,1.0457377243290233,1.1138271299532996,1.0242868191948198,1.015037955604076,1.1787277980135435,1.1098467607476892,1.1445988383734174,1.291590246970123,1.13331960150646,1.0476428340244162,1.1228621416546594,1.1104008539215742,123.16414733785952,117.05882777304093,111.22210838971866,117.23699336168721,137.2694209748115,130.22173248814056,96.98757829668449,114.39467566096681,26.09153005823075,17.88705184926303
102,1.731983403780114,1.6011120699980756,1.5996347191835898,1.6274823017407307,1.6493025832719488,1.3190969899958729,1.422510214270219,1.4546823896880992,1.1278438465046376,1.091752450835329,1.3561676471414428,1.0718044139343055,0.9953659036733341,1.2692237416599628,1.1429029193781068,1.0867437579011765,1.1141854869935799,1.1372303704511442,1.1656190508378024,1.1226306305030158,100.45162644438247,106.49120793031778,119.40448692761238,117.51893408651844,132.18211821140468,133.19945042816494,124.77700502068103,131.9508174813834,27.52385100677951,54.74442252424604
103,1.3269788672701925,1.580200162324007,1.5463830456641834,1.5596451737941146,1.6854279794534426,1.5593680782618682,1.4244843356691153,1.5685187275270323,1.1953570727456042,0.9843070076153442,1.0440062043429277,1.169260281835452,0.9873993547179861,0.9966874640449557,1.1155716132046019,1.1022217991316097,0.9829066032740462,1.1398189533659164,1.0952786941645793,1.1675833173013115,123.43030521542181,103.61226698831967,109.27543270906791,120.57359373831272,116.54978379092002,116.59146294393821,139.68897600744447,122.90763993999511,119.066197228481,3.1354262008341487
110,1.4829976611584046,1.4899888561468915,1.6412432080873864,1.6051443238662537,1.5036982394200218,1.326003631741702,1.5397699494953625,1.4375765946824648,1.0663261241820616,1.1282258604522455,1.1879646793179512,1.1994935453611875,1.13755968717818,1.0625682632918911,1.0786012970932828,1.1232393455606635,1.3386833507196343,1.0638383409517878,1.0668160970581402,1.03032944675842,122.50502723502734,115.31308901100284,121.55691291904293,116.42601376220959,115.07567787209396,121.90201120856544,135.57861399300734,109.40084226176309,20.40992405031429,109.26532956770774
112,1.6420398487233634,1.6080455373988973,1.61626665630842,1.5155467409389813,1.5892831604744946,1.4118514118162664,1.552640161385972,1.4291323896735004,1.058347523466371,1.0691217461085534,1.0068825632943421,1.1389630386015963,1.117996685227737,1.0725123214373542,1.0565225168940613,1.111249993784978,1.3270520798699623,1.04627808609508,1.0486513003166216,1.1102688223552737,129.54977536711476,116.50234509118128,120.77073083712251,111.1971085315732,112.02556867618651,144.33030440773845,115.65278564389426,130.64458944326523,8.043152545903528,109.22912072841967
113,1.7869274207498247,1.5627131103978384,1.4874697406758746,1.4665272851090803,1.6229434419041076,1.6374486395860939,1.5334632066499794,1.2997206795039038,1.0683760026156721,1.235902722160241,1.1396731996416707,1.1587995936076319,1.1251967980922688,1.1513416049809735,1.3403822566529349,1.225710666599316,1.2750339724089395,1.1099216269865382,1.1101587448598724,1.0766194850523936,122.05578992019625,116.83251738409906,113.73284514477213,128.0702606796619,97.81364096310413,118.29748401354473,104.72666432772772,123.6882496423959,37.3036989193898,29.112567823955487
114,1.6754685344280607,1.6083677079573602,1.5247417564533463,1.4810369918748678,1.8203406329002305,1.34190283704311,1.436049564757225,1.3505686718450407,1.4875773083945694,1.1630754299727142,1.0055457353274224,1.0637985409798403,1.1387720422733392,1.2773484076558754,1.0083929423986213,1.1618561760455233,1.143367229194237,1.0860443070121415,1.1096584292815375,1.159105810556251,119.29216421443383,118.89731656324682,116.31839426589652,116.44523217293587,114.65843669118716,118.10995437469504,95.0295621045229,121.68417861676886,36.67959901060066,10.214205886606734
116,1.534567024294166,1.4485059164381067,1.6720605093446588,1.7104372232049787,1.5258365914981478,1.4883331076097377,1.4916284247349874,1.4785630462522508,1.1516810248171918,1.1161496191602016,1.0212692623717081,1.233137577038515,1.0437463258686732,1.1020230318021564,1.1866648054536002,1.179211887171869,1.1312109110853938,1.122609029885695,1.1493854647439008,1.1887899245802247,124.69014457332275,106.44364198727673,109.74309820344268,124.40684345719474,119.23963628269212,135.39589467155045,145.5566638096508,88.56796697518823,5.161112176138497,40.97588891850057
117,1.5037767566971278,1.49792066370785,1.5532589893830984,1.5804919203563719,1.4643579872892194,1.356163408358804,1.4585639627952587,1.3688992702847305,1.0751707346242254,1.1465466452107875,1.2678534591829707,1.2282877628787352,1.0474142827484327,1.0807100616050886,1.0505653643603428,1.3138337179889936,1.1513460639883024,1.132204470807012,1.052584176426801,1.102653893852522,130.92729736549813,116.69480803755685,107.81168292934042,125.9413062501355,109.74450304249746,120.24582354167173,130.07946965409587,135.48179068779274,8.903228208644213,131.5690085346781
118,1.485396779880371,1.4576443388597367,1.4233828176050525,1.5422920884116431,1.6819200461849446,1.3820663712924275,1.4687303793971591,1.7884156649898262,1.097968374670381,1.2006610820772685,1.1888402755190561,1.0578230468175904,1.007500753211489,1.152173635755264,1.0906637481301102,1.0248120378288805,1.170501636880074,1.0459416481484631,1.4568831712034478,1.1100122078248966,101.3436483213002,118.01977153737982,104.44534273550165,117.30651045565214,128.83088852738354,141.3604099049404,131.1747986282421,97.38607007697317,8.634878510160451,96.0603255642389
120,1.5133567859976405,1.6876771918096758,1.5925023651655887,1.7170426968563177,1.7468217276737081,1.5815612978791147,1.5452288613834815,1.4118304447381627,1.128216810110903,1.1430158401352173,1.3030081141431988,1.013506695178235,1.1940853157850648,1.0553488456347986,1.1764545493574332,1.1898704493349421,1.0510851059570299,1.2220646624015516,1.1790166309548638,1.1137208079945815,129.87793408319848,111.64569391553677,124.11681647348229,110.71693575018723,120.71233312454399,123.81618053155606,109.12496454107229,124.82865810768044,81.63927552254229,5.487004112645849
121,1.5640681993972552,1.5304397502823157,1.5266386755166852,1.5890605745354986,1.6459327448774514,1.5241055406308264,1.5033088767280582,1.4119408397424535,1.2419673111440226,1.2485349765527474,1.1715857031817685,1.1397465692477682,1.209637112431601,1.0708605876537511,1.0996815502388362,0.991987781121927,1.2260297952611603,1.0612590178156154,1.078276809917268,1.0618279680696616,122.89926251007586,110.60366771961328,107.94947590609831,126.70075112617359,118.4053214576092,122.69838224936134,80.53774120015557,112.3824660837583,78.22675534487763,26.77000511668947
123,1.525063301699124,1.597057267043084,1.531528255897728,1.5350386859120626,1.4220524379693227,1.3539584724062568,1.5822256410827864,1.5342124480907817,1.0291300199426545,1.309782823600243,1.040340096165644,1.1601034931943828,1.2496769916507358,1.0533615572328319,1.175970767038918,1.1665784073058916,1.0743216350031768,1.0779018085751875,1.0844028824570644,1.13248075550596,113.5529876059217,121.27608153079306,115.67408549902729,118.8906752158831,103.37573671774868,127.80557699181544,125.95170422506972,130.54314693718635,12.800677605258896,112.51303935531261
124,1.7902642524239303,1.4327664490946699,1.5795484466941236,1.7624846094641253,1.539262453694197,1.454502829269626,1.568919730180682,1.4680400767572028,1.13914367717846,1.157066629281158,1.1123776321362033,1.2293985127485354,1.0894697198288523,1.2585021122955748,1.1449020629050253,0.9715344021963336,1.0423504383084228,1.2740902709616397,1.3008961038410114,1.2589511197703287,111.12821374676673,128.13142196086093,120.24131233131784,100.63891056012726,131.21528085990056,127.56844911745968,131.2894505673928,95.12832646483065,11.13115388787162,55.09661889344741
125,1.5026384373389696,1.589485316191123,1.5592991478963067,1.6373240131029774,1.5266294370518192,1.2907876332691737,1.6937355562298944,1.43655253617273,1.2969559311608325,1.1548665587299072,1.0441309420729028,1.0578440471421293,0.9769820296274887,0.9362550291868547,1.066662961252748,1.0831095572959164,1.0522131699780863,1.1039979572680303,1.033516223338379,1.2888440812469126,146.22854070523118,113.09183478438177,112.32325645242004,119.43817476917697,106.86805167048402,136.41600190422525,104.25768373806726,130.16351402158458,16.573355122063077,118.4463141195658
127,1.5986369084258887,1.4640076163680151,1.4962420694420218,1.5450788890091378,1.552489064998201,1.438291177780909,1.5519907167707272,1.7119274036122516,1.0509880265971947,1.1691708792360007,1.0534617788367528,1.1383361808521646,1.0134649876886663,1.1029393744566418,1.139526533987779,1.1239826815097798,1.0902253710440837,1.0879988562576461,1.3332950518322115,1.1375209589323125,114.45708545907776,120.52537715630477,110.32298696588106,113.60456841216741,131.07384456234345,136.24589102120575,140.91929121035446,84.47690344107616,11.801613760794133,66.80100056824435
129,1.574470814429724,1.5843956860617239,1.4819372969130318,1.5159438192772872,1.4949691780053478,1.465144639980137,1.4484575966871462,1.3225644829829108,1.1843241962665352,1.0438882077367164,1.0809805436365103,1.1246403388101316,1.2068116754045972,1.2374998148293532,1.1164618094823358,1.1764279664718804,1.1357538878578863,1.1169043683647633,1.079693393113353,0.9504914200557888,130.17615057746085,125.90202432571884,118.5606695467364,101.92721320692141,123.50368233016489,111.33562212908355,92.52498034999199,135.95495453328078,41.63066004543196,10.094407530098463
131,1.5493139921334473,1.6613743662666014,1.5675126307572882,1.5625430353414704,1.6449107027108083,1.3992880070336666,1.4258120365752243,1.4762536473957453,1.086379068153748,1.0238828243796034,0.9628935790924451,1.1647697177153644,1.1449473125750127,1.215342241106504,1.1506334265065123,1.0014839552859658,1.1103665640448481,1.0303785517469692,1.1282220313640376,1.0874890956979322,124.80651545164474,112.45343202815505,109.56366291402358,117.93503647546258,120.92140066639563,135.50493898318052,124.12237462177839,88.25010844062801,13.306721456230116,8.645799391993258
132,1.437215941415556,1.694394008704155,1.5139706594886189,1.6338150838370935,1.6300886038514788,1.309143189520002,1.3505197460478529,1.3710170571409936,1.0208579918832483,1.0690346749259738,1.247988155656756,1.3181691574240613,1.0348707418065182,1.1038959835392228,1.132898784141375,1.086363835847864,1.0789462885706649,1.0921263351429547,0.9891513811998696,1.1547124169175993,132.96334882817874,90.38263746461324,118.56549404389936,113.49345363726025,119.97563723523272,126.44479755286397,126.69075560962706,122.08149459182586,6.789952690633138,60.91838251278474
133,1.5076458937555264,1.4759247526517016,1.4946221593299474,1.4971444623050094,1.505822145468219,1.3830091235113258,1.365380610667545,1.5321557896660225,1.1029691180783803,1.1353865810889148,1.0964055488219524,1.0953332864797505,1.1500931653112039,0.9940163266470352,1.1512656798089251,1.147933810400174,1.0258969485591607,1.1390733910550972,1.0968735056484944,1.3322875886939947,136.56352144678493,131.85987434253335,109.78126156611577,114.4674861664163,116.24568267675483,130.69837595215924,93.71060642598557,132.95919885947725,50.21061539650767,13.249247920071522
134,1.5483380766525887,1.7025814360467095,1.5190948692529676,1.5550722954782321,1.5780033923123025,1.4642506517565697,1.4060697719880775,1.6385206757658815,1.047124892903909,1.0935818659871572,1.038680265343848,1.0322679547817246,0.9948878468453394,1.0394669954155873,1.0015406058367922,1.0214707376576568,1.0150643666267078,1.1918470626926265,1.0304990253516941,1.096548411446821,129.13538669029006,118.84409030919315,128.69020795946795,112.67601424513555,112.90799571674883,131.58607073705983,114.49074600416715,87.48002507688052,52.40020876418924,47.87119774418627
138,1.6638556621909388,1.546929801178185,1.5703438063023498,1.5225021238167433,1.5807242662202137,1.3370852391080474,1.5671549744682256,2.0930317464009,1.2502134708590051,1.0881101122843277,1.0597486125612827,1.062871078160209,1.1127588623516187,1.105377402857197,1.206854784877755,1.2290397192964795,1.088924294605776,1.0826792235041853,1.1882985330533395,1.1687211141712586,123.74565718770853,109.37328758249522,121.03748599787929,117.95907730481798,104.16735565634177,127.04937210202202,126.07783053016274,105.2229037932939,1.2003040742680366,30.659117772251115
140,1.5630070632264483,1.470833676445965,1.490609837856434,1.5560229047796812,1.6062815637297634,1.361693547330638,1.5654685523983938,1.4694564039497537,1.1057289606418281,1.0971857744325726,1.0793138041639108,1.025198257259674,1.0402847939571107,0.9381359559852411,0.9957179088159899,1.0770889504360166,1.1611990137931425,1.0656259664488579,1.0128133061178384,0.9979651908573589,111.91176184068898,115.17184369456858,114.87323268707117,112.76874657770993,112.71827607909879,122.06726239201916,140.69795727536848,92.5754407279502,18.39407894196289,71.52613947221799
142,1.5466166448673233,1.5076977590638265,1.4672390254855914,1.5614492639037545,1.5194091209393021,1.4382893076087768,1.439661037182594,1.4181359070389419,1.0646166996195108,1.121390720802152,1.359010934300464,1.0473621184403668,1.2204519287531186,1.1234293994348372,1.1956199851069957,1.1711011494565002,1.1323780605713984,1.4342732598765964,0.9950748482743715,1.146570143898491,129.10209994690288,107.06691182359899,132.6334072758917,117.76145081676486,103.01648311966127,116.27298475385645,128.91910194526878,134.27719065543565,2.309633103247081,105.53767620892258
143,1.5581866861952214,1.5105399006722084,1.5089716425638364,1.6544419539758366,1.6134075911388972,1.2852158937652978,1.445830931732205,1.527881675294321,1.0033160608699634,1.275713354928851,1.0683119706459108,1.015972509336511,1.0274598451391177,1.2550264236995452,1.2041144564925113,1.1054326408527357,1.0768026912289974,1.0826228487439475,1.1714913211962632,1.1259995397445102,137.90267286318516,127.65563386742312,114.69035661750742,116.37871783778803,126.22354986375244,126.98807197940232,88.7852630365124,111.91493345169408,65.27982258375093,1.4802503141868706
144,1.5257792521214355,1.4453200432944142,1.478041858483416,1.4842379922250177,1.565419816608941,1.320241076422026,1.4518733475766166,1.6333238630513292,1.1007528342961062,1.2776472076603278,1.178205192376565,1.0700372980589345,1.1704784242644939,1.2129179032029878,1.0205255271642366,1.16544096530494,1.2063356983880984,1.0360039235777063,0.9655183521808925,1.2906116219272132,126.60231293217748,134.58591604892732,127.09021492238064,126.34990108625696,117.16300191097606,118.99619079863423,137.18529787699762,111.68276616413668,3.5740720741781917,119.95136764190107
145,1.4940992018268011,1.7696583292771164,1.5296030126613223,1.6562005538876032,1.4419434754614417,1.3600894927651812,1.455540588521114,1.4594427753594297,1.1876118721140174,1.1809400608533165,1.140849338312197,1.1884027201144167,0.9790231738034614,1.1410994449393312,1.0006094430499821,1.1056222674273228,1.124561888270973,1.0902964201643621,1.2367589495697853,0.9311656141833755,111.78029024440148,106.47061829158656,99.82861986873898,129.66354911724628,116.48345138787761,129.17606600080907,128.12431095786752,105.20068519797195,0.8883282304421891,25.325020919594756
146,1.5205055745676954,1.6599929316656319,1.4996223016128698,1.6583769342444514,1.6700858584364227,1.2968627630152398,1.48763771155034,1.3325027504525908,1.1424838905469639,1.1694038980497239,1.1269772093152373,1.124102121842177,1.091145265184608,1.0798481610061226,1.0499219148621555,1.0858115030046336,1.1650566137545166,1.1222342233997094,1.281533590600262,1.0343915774039623,120.55664329771545,118.81783482070257,113.76121988625009,113.58477328555462,114.68403990056088,120.09686904267254,130.0957963208826,136.42150260850008,24.38144589688669,93.87975928497963
147,1.5880127622645186,1.6209243969418825,1.5489858752883148,1.6497282503421997,1.481011340256636,1.3588522994792673,1.4759034170187038,1.4308041728733192,1.0200445500894508,0.9337465535473991,1.1884573350737797,1.1077996196129725,1.3110937498116715,1.0758705089369032,1.1959403740561825,1.018147250196094,1.0787512328957036,1.1947002337895583,1.143600459811648,0.9903666976100162,125.57546256282595,121.01297020766653,119.5554085627159,116.52621738558437,120.70533858963849,139.42935979096782,93.11208234080671,152.7338393578402,65.85648362506801,32.696227086399716
149,1.4757952715235123,1.5688763595791804,1.508418395546339,1.575271542984471,1.6270047448024798,1.5159120111160114,1.4191193484357725,1.415100740639673,1.2070127275262972,1.2262937500080793,1.2356026875314858,1.1717925796752382,1.0418473016994247,1.1964823660297377,1.3162475252501715,1.0914776063728429,1.0881545630486185,1.022285128958933,1.2132352633214947,1.193196310273134,120.41278475514459,126.34854098507606,115.39010131483133,113.01245006705378,118.71480039801598,128.4737185612868,89.88293271814491,146.3467999868509,75.6591185757839,58.476704723488666
151,1.4860118471744557,1.820304036675861,1.628121129684605,1.5448931937337909,1.5189566310190612,1.5383893190218225,1.47495729508714,1.4361643273493065,1.1277326996877284,1.0579033967190252,1.4910368536147272,0.9891738434194236,1.2093422132488532,1.2148177693382616,1.0701066982520924,1.2142241030669982,0.9986502533356982,1.3541333957955635,1.1682956666908695,1.0280802319324607,127.58238526286685,99.21575893043963,107.71770000561057,112.37800140919093,114.77689174023081,85.0822238625074,144.15790197317028,122.58621338408963,153.00579150826238,2.34407566930719
152,1.4891786875991573,1.6933723293606133,1.5877363766498322,1.6039636603318446,1.7839204937357964,1.24323284796584,1.5553119821029675,1.4254984166818732,1.1850101083161757,1.116832296293008,1.044669764620052,1.115821945121291,1.3186390276289954,1.127550760101664,1.3385545601687907,1.4807947960648564,1.0869040172677726,1.0885698869187581,1.1562228381254118,1.2636947261903513,124.75240556422897,113.74084601495319,111.14735272812446,111.18436856066162,120.74241082360214,114.64367058008649,73.41404874892034,122.81076809592818,60.83087675514785,6.888815215121227
153,1.4888299972957049,1.5785567683397919,1.4646181065593817,1.6755195736006476,1.3943736086899379,1.397399963006684,1.6399973412679025,1.4373759519102542,1.019819649715208,1.277585210960821,0.9439361350215925,1.02746977867951,1.0617798170792336,1.0600923234158017,1.140437860560477,1.2071873589659163,1.2130124368249118,1.0645992173965488,1.1916399864915732,1.1969038056086554,138.08711317286046,122.3367687178618,127.54269759230351,107.43312834718385,113.06044947828144,120.59082117471213,129.87635092685417,111.02773420918606,119.37012737153671,4.036647868745089
