TRAJ,C1-C2,C2-C3,C3-C4,C4-C5,C5-C6,C6-C7,C7-C8,C8-C1,C6-H9,C7-H10,C8-H11,C1-H12,C5-H13,C5-H14,C4-H15,C4-H16,C3-H17,C3-H20,C2-H18,C2-H19,C8-C1-C2,C1-C2-C3,C2-C3-C4,C3-C4-C5,C4-C5-C6,C5-C6-C7,C6-C7-C8,C7-C8-C1,dih H9-C6-C7-H10,dih H11-C8-C1-H12
1,1.551257565043609,1.5439106806705696,1.5316262831538348,1.5271161103512965,1.552445787276702,1.3094876970009863,1.5603608482565285,1.3778988643041585,1.1550431564565902,0.8333670617583832,0.9124706081809371,1.2562005475779559,0.9617753207141418,1.1114883138347256,1.0117379501453683,0.8676528569741443,0.9072949275554875,1.0586509557309949,1.0566320749232283,1.0791392086998197,136.88187123311806,114.5487890918974,117.06502087649461,117.63240413994036,115.15099595003976,126.78322868323922,125.05876950963093,115.59754561525192,3.285798425145507,41.656519701375494
2,1.6246944544366728,1.4237301573120318,1.5916057142321576,1.4150980460422684,1.4924921880292725,1.354035619947069,1.5415074577051262,1.390989378823709,1.3402616326936676,1.1162665546643322,1.3352070853764244,1.2329668909763547,1.0763864819158606,1.4002964908441158,0.9434356557405548,0.9592425400106114,1.3292554701438168,0.850514526558181,1.1920926820587363,1.26866478012355,129.1004471346588,113.17329530129616,119.88900879440243,116.61444505180252,117.45824252366079,123.43697953153004,126.13473486411701,120.48850268280226,8.552037162304797,2.9891683763624854
3,1.375905966947454,1.6693114916716147,1.4300113002251011,1.7048970494019915,1.4899605802222338,1.1607052258300634,1.3658533991314457,1.2997530325213529,1.015286325458683,0.9596021022490586,1.0131808573416012,1.1526934227346508,1.3116329591377032,1.1257124455853598,1.29037837784938,1.3222265811646998,1.3525616593215946,1.1891001423226437,1.1444237026470019,1.42167396983884,124.00077779210105,126.5529920655418,110.55566240005106,111.65416540563977,111.46199488716249,131.8366027293201,125.08860746642311,124.99974061470398,9.810597830979379,27.574856325097095
4,1.5397653077307982,1.5668355598470192,1.5998013099241166,1.498411251852427,1.459443339466976,1.4976978178203009,1.512973632876538,1.4026584439510283,1.0704880988824386,1.1780827903646842,1.2508365111896163,0.9812437835474427,1.0239675359661042,1.1293309592087668,1.1154311779362476,1.3334466197762873,0.7310461261114847,0.9395984754571125,0.9836975217927817,1.0815994244652352,123.2174433814378,116.25182817992945,113.54521307574161,121.82143963997297,118.53506701621227,122.58049200691788,127.16385113901954,130.16478209289363,1.033154039330117,1.469874539951858
5,1.4869533274999622,1.496991302622886,1.5318318791243557,1.6399401245299796,1.4326844691059664,1.3806588223364065,1.3950323120507553,1.2689932055229471,1.0152437023972773,1.3300114503973448,0.9311575765917897,0.9520188463201283,1.0044370179094582,0.9911084742769122,1.3511587743642206,1.3760740517539902,0.750196477686401,1.4221615619634966,1.0989174732913456,1.2060573315890994,122.07907036031023,122.25801295196871,112.63673424941285,109.81657620710362,116.24697528552036,130.20846101909848,123.34447876237672,129.1819107669048,6.1014397390968265,0.48329950548484374
6,1.4695163361369878,1.5052468398582641,1.6104596874768182,1.5306442154290711,1.6260666273359918,1.2314160926642104,1.318607480017414,1.3389347644854817,1.237416316275744,1.1899401448783584,1.0767692912500977,1.0182028035594617,1.0059042318748779,1.082934835222515,1.1970506657538849,1.1122482672637255,1.1106904879029524,0.9500535892343345,1.084209002827825,0.8982305577592199,124.01604158482682,114.70901078639588,118.01621391706928,106.63171212782213,116.51896324844117,132.8745113334733,125.84352702518395,131.04074966127527,13.284844754353651,5.129366151205701
7,1.5948365315763424,1.6404861527026144,1.5157659018342207,1.5430363897987296,1.4875515803541177,1.2280545384209245,1.4482059095798874,1.3839077465376144,0.9758171376468893,1.1774962877712807,1.2861761602941149,1.2996030927941076,1.1021031462942212,1.0755566995388268,0.9201907750090946,0.892558646644824,1.226959837491382,1.2963910429775218,1.1326235597361078,1.333974851563045,127.05967582953194,115.93804234660912,116.97011496972824,120.63328074677848,118.74084846519821,123.9412720790115,134.2352681780466,122.4266587289732,9.764444557379926,17.459975647882477
8,1.5068516853797798,1.5171457028955746,1.524982366721036,1.462863653559231,1.5296432459233262,1.3968650236852633,1.6653172268085923,1.3924703434312011,1.152370481566766,1.0701180533687598,1.1936197765067595,1.1095890622153748,0.9446579772378235,1.3573731437316383,1.129991006256071,1.082269388937132,1.210750161248277,0.9859295975600308,1.204701135918598,1.2368067083046443,129.49016515974344,122.17683963303733,111.03279581751835,129.5525573392045,116.88016734928449,126.28042076829335,125.33026977978979,120.865303365226,16.872378501692246,9.97844189043065
9,1.4977327268542726,1.6122186099359324,1.545595900377065,1.6805128550935113,1.3053810883947616,1.5331686761075647,1.5186097448734812,1.3633715750399233,1.0024956282207567,1.0628001380930188,0.9881752800801473,1.0638654645493657,1.124318194353715,0.8829379543284416,1.1466589559131226,1.2539225289157103,0.930204777054531,1.017494996399247,1.1111102115627982,1.0264604218404394,131.48444666741045,116.73692760706291,117.32817243381609,119.389849064107,120.8170575566544,127.7175405556962,123.49629675672671,123.65665504709897,12.595951873545213,13.86536700612293
10,1.4670004811437025,1.5995781092744261,1.4568191946122737,1.584303911141105,1.5046406621288726,1.2950106338301457,1.4492045872307706,1.4445728334079584,1.0152335458942041,1.1705143459627823,1.2570557044998314,1.0737750680445226,1.1491943745403876,0.8752452620574424,1.1583371320774005,1.0351952424207234,0.829712385961206,0.9921805479642697,1.1903660081383318,1.049394213721252,130.3798479596027,114.93041556610491,122.11996889752704,115.37965154020405,115.29413800875705,128.00412190520683,125.33145388650098,118.46641487755457,8.570840158726723,17.38594541650457
11,1.4281984706961206,1.6734962585152933,1.5600260444379261,1.6385096249623763,1.532559141931677,1.2992462235814448,1.3985862300655674,1.2306390300949368,1.2354338828741287,0.955461623350569,1.1956510922954307,1.0756316656323197,1.1800837723808628,0.9311931805216693,1.2509481061846561,1.178814699149529,1.264746815300109,1.0775611650834713,0.8943501903137459,1.2374219237634363,115.36016488529977,120.86361771472981,111.95630004475784,111.34665589596752,123.42528138892901,128.63225640455067,121.78906160089822,141.60716700966876,3.8202068263255313,3.745628121944684
12,1.6585925300467392,1.561773100095876,1.617430902217224,1.4785971849334032,1.5062381887385599,1.3019029062934406,1.4541770660374354,1.3266355028484034,0.8862225343358969,1.1010963283747837,0.8823108539088703,0.904024803425922,0.8885105091810396,1.1635652704834483,0.8255292783819718,0.9651169966322832,1.077965078226937,1.2908315459584034,1.1804033668683762,1.0637072689210438,120.12206895099335,118.0380057358081,112.56072752986717,120.66597283391688,116.03819599410214,131.7702863325312,125.74169160541341,127.5838688138534,5.9054419073403075,5.053722286518698
13,1.4070506671756873,1.462514158580859,1.5665705049192786,1.3765492730721072,1.584553432878915,1.5949232553649393,1.402062323745165,1.4063714161875651,1.1775238058374864,1.1911435426646113,1.183075515479549,0.9759944457186717,1.0727631183816722,1.1014429815728166,1.0065385960701456,1.186899252173196,1.247936708381642,1.2410980851273172,1.293257884665884,0.9114766048805065,139.59110083321923,115.39938285273169,124.59543061691609,115.85771568078762,107.56971496963646,126.55404761741138,119.48225742744059,123.01664056052039,11.063404745546753,10.16946847672976
14,1.617684485415633,1.6757303581692637,1.5023604326108764,1.5074730128334555,1.5521950186504256,1.4577359538384884,1.4837384735288326,1.4482435194547498,1.1081697625381077,1.1537412092114065,1.0375043366853143,1.205408117996872,0.93847063393868,1.0798811344316546,0.913779756702,0.930239765024043,1.0740293679944832,1.112823786317464,1.2135297512813936,0.6868898813590715,125.06543044222823,105.62080514102209,126.96113350253664,114.58619976873072,118.76544553697553,120.23724001621517,127.09792405612545,129.66684362699243,5.8420095471701705,3.2584080195494702
