C2-H15
2.0659917505732484
2.079537096489469
1.4364678659638974
2.1227851403279483
2.929445261030733
2.739892076170257
1.56577416308749
1.9003817760837864
1.58256492208121
2.679929110155497
2.589023510543393
2.132513363196113
1.9494672728419769
2.502593825425098
2.225505625758246
2.783178879653151
1.7352962197491333
2.2790163044840703
1.6606501522739383
1.9544446841225016
3.0713416301905587
1.598489567921994
2.140564527238766
2.184300199131533
2.1413060256004397
1.847429999300161
2.0769417629094047
2.554395242625221
2.1705659632247922
2.2178180746136706
2.508070203985502
2.730080265199366
1.9627473203151
2.4337209574205225
3.130502628788748
2.2312756690419473
2.062190360358075
2.2678172389883673
1.3761918037073422
2.436364403389874
2.182397042105987
2.768348198045451
2.4494491022017097
2.267173630804225
2.311587344163517
2.187099745690001
1.6874106684386716
2.2089336919206697
1.5056680336330848
1.5017844708699317
2.1108193596951823
2.611045975310445
1.9941172283282913
1.5574294800522024
1.5428507653611134
1.5426947663918422
2.95993146588499
1.5951079674001747
2.6063102926697925
2.693255912492836
2.039034025771096
2.9410837292476835
2.5934802021013117
3.5098766331069386
2.51629144495241
1.7095198648954473
2.7598275328649873
2.213811231394551
2.1906751022557547
1.62047292901704
2.1925803238538744
1.5013289738330373
1.715676602951113
1.7608244231679957
1.7707163321957529
2.408379634162108
2.5855521432376904
2.3547748053454156
2.1805418880032343
2.1957687303825555
2.574735046637968
2.672077688470906
1.2119297102227784
1.9163641832321914
3.5490957380054726
2.1143658874134674
1.9105011330231094
1.9084723796303227
1.9347376958566531
1.958043306539771
2.3214405000507607
2.4404612787022333
1.9561837652906786
2.310492414677245
1.559341370920172
2.422628745573886
2.24193598511571
2.3672698888827663
1.589600863875265
2.0881039384983118
1.6533047448612974
